Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
AP5Z1	0.0696995	-0.573198	0.001	0.2	0.35693	-0.636799	1	0.35693	0.6442	0.6	0.6027	6	2	11
IGF1R	0.180159	-0.686575	0.001	0.2	0.605169	-0.678748	1	0.605169	0.6449	0.6405	0.618	59	4	14
CLEC3A	0.0184371	0.424177	0.001	0.2	0.0884289	0.17349	1	0.0884289	0.6451	0.6656	0.5543	2	1	27
ERBB4	0.309242	-0.527985	0.001	0.2	0.650932	-0.257817	1	0.650932	0.6453	0.6016	0.5517	162	19	102
HBG2	0.0178344	-0.417496	0.001	0.2	0.0881652	-0.13123	1	0.0881652	0.6454	0.6454	0.6454	1	1	51
MDGA2	0.143193	0.451524	0.307825	0.2	0.276213	5	0.270342	0.0383877	0.6455	0.6833	0.8301	86	8	12
IQCE	0.0794428	-0.833079	0.001	0.2	0.380353	-0.907068	1	0.380353	0.6457	0.6457	0.6457	15	1	5
ANTXRL	0.0194642	0.435293	0.001	0.2	-0.105361	-5	0.1	-18.4207	0.6463	1	1	1	1	448
SHF	0.0987511	-0.612092	0.001	0.2	0.327777	-0.824486	1	0.327777	0.6463	0.7984	0.7984	9	3	6
SGCZ	0.238607	0.599459	0.001	0.2	0.161281	0.162651	0.685439	0.160336	0.6464	0.7595	0.7149	252	18	124
SMARCA2	0.0582958	-0.471495	0.001	0.2	0.12743	-0.538116	1	0.12743	0.6469	0.7395	0.6845	12	3	5
PDGFRL	0.0632833	-0.753195	0.001	0.2	0.311588	-0.828484	1	0.311588	0.6472	0.5765	0.5232	25	1	6
ATP10D	0.0747668	0.811149	0.001	0.2	0.323681	0.731439	1	0.323681	0.6474	0.498	0.6191	29	1	5
CCDC38	0.138583	-1.01263	0.001	0.2	0.777597	-5	0.340015	0.655575	0.6477	0.2774	0.387	25	4	10
EPB41L4A	0.088837	0.614212	0.001	0.2	0.09169	0.281921	1	0.09169	0.6477	0.6703	0.7477	31	6	10
FAM131C	0.0462826	-0.47298	0.001	0.2	0.18632	-0.192363	1	0.18632	0.6478	0.6211	0.6454	3	2	50
CD8A	0.0545906	-0.704673	0.001	0.2	0.271727	-0.771511	1	0.271727	0.6484	0.6484	0.6484	1	1	5
CD8B	0.0545906	-0.704673	0.001	0.2	0.271727	-0.771511	1	0.271727	0.6484	0.6484	0.6484	2	1	5
TRPV1	0.0623632	0.606613	0.001	0.2	0.640475	0.249674	1	0.640475	0.6487	0.3296	0.3002	9	3	89
DCT	0.038172	-0.597944	0.001	0.2	0.194074	-0.662746	1	0.194074	0.6491	0.6491	0.6491	20	1	5
PRAG1	0.106162	0.545514	0.001	0.2	0.499095	0.431509	1	0.499095	0.6492	0.6083	0.6013	19	4	23
HSPH1	0.0564925	0.559627	0.001	0.2	0.0969429	0.225099	1	0.0969429	0.6494	0.7248	0.6693	8	2	16
MKL1	0.129751	-0.426502	0.001	0.2	0.476053	-0.358977	1	0.476053	0.6499	0.5099	0.4564	64	16	36
XRCC2	0.0728831	-0.80206	0.001	0.2	0.352622	-0.875543	1	0.352622	0.6501	0.6501	0.6501	19	1	5
PVRIG	0.0598896	-0.734785	0.001	0.2	0.295218	-0.809399	1	0.295218	0.6505	0.6505	0.6505	1	1	5
TMEM45B	0.0488216	-0.669739	0.001	0.2	0.244979	-0.735005	1	0.244979	0.6506	0.6506	0.6506	7	1	5
GCC2	0.046569	-0.655409	0.001	0.2	0.234441	-0.719812	1	0.234441	0.6509	0.6509	0.6509	3	1	5
SULT1C3	0.046569	-0.655409	0.001	0.2	0.234441	-0.719812	1	0.234441	0.6509	0.6509	0.6509	2	1	5
PARVA	0.0756561	-0.815388	0.001	0.2	0.364705	-0.889419	1	0.364705	0.6511	0.5551	0.5091	27	1	5
ATP13A1	0.0407477	-0.616314	0.001	0.2	0.206687	-0.681447	1	0.206687	0.6511	0.6511	0.6511	11	1	5
GMIP	0.0407477	-0.616314	0.001	0.2	0.206687	-0.681447	1	0.206687	0.6511	0.6511	0.6511	2	1	5
CAMKMT	0.16893	0.495841	0.001	0.2	0.48342	0.427975	1	0.48342	0.6513	0.5969	0.5619	26	9	22
SHISA6	0.0790717	0.695175	0.001	0.2	0.0389825	5	0.31034	0.0874739	0.6514	0.7325	0.7325	60	2	6
CLDN23	0.0811747	0.840984	0.001	0.2	0.346943	0.757719	1	0.346943	0.6516	0.6516	0.6516	2	1	5
TFEB	0.0869623	0.506984	0.001	0.2	0.12555	0.349773	1	0.12555	0.6517	0.8196	0.7749	18	5	10
CDC20B	0.190876	0.815083	0.001	0.2	0.565288	0.959067	1	0.565288	0.6517	0.6517	0.6517	9	3	5
RGS7BP	0.0944233	0.836916	0.001	0.2	0.242909	0.581563	1	0.242909	0.6518	0.6023	0.5745	14	4	6
ZNF438	0.103708	-0.591208	0.001	0.2	0.23006	-0.543007	1	0.23006	0.6519	0.7639	0.7498	24	3	8
CENPJ	0.0820724	-0.845038	0.001	0.2	0.391738	-0.915964	1	0.391738	0.6521	0.6521	0.6521	5	1	5
RECQL5	0.0750813	-0.812652	0.001	0.2	0.364466	-0.882903	1	0.364466	0.6523	0.6523	0.6523	6	1	6
ARSE	0.0520398	-0.689523	0.001	0.2	0.259293	-0.767217	1	0.259293	0.6523	0.6523	0.6523	8	1	5
KIAA1551	0.0744639	-0.809698	0.001	0.2	0.359595	-0.876341	1	0.359595	0.6525	0.6525	0.6525	8	1	5
FRMD5	0.094548	0.553703	0.001	0.2	0.213653	0.398849	1	0.213653	0.653	0.6513	0.4694	61	6	12
OARD1	0.158192	-0.714923	0.001	0.2	0.629776	-1.07571	1	0.629776	0.6534	0.6534	0.6534	8	3	7
XRCC5	0.079663	-0.834091	0.001	0.2	0.380004	-0.909123	1	0.380004	0.6535	0.6535	0.6535	27	1	5
TMEM184B	0.0891643	-0.56461	0.001	0.2	0.16002	-5	0.321763	0.210701	0.6537	0.696	0.6862	18	5	13
ANKRD23	0.0707748	-0.791703	0.001	0.2	0.343699	-0.8596	1	0.343699	0.654	0.5177	0.654	1	1	5
FBLN7	0.0575978	-0.721976	0.001	0.2	0.285398	-0.787818	1	0.285398	0.654	0.654	0.654	13	1	5
NIPSNAP2	0.0416488	-0.622576	0.001	0.2	0.21098	-0.692104	1	0.21098	0.6543	0.6543	0.6543	6	1	5
USMG5	0.0235644	0.476723	0.001	0.2	0.111608	0.209622	1	0.111608	0.6544	0.6278	0.5425	2	1	22
TNK2	0.0551666	-0.708033	0.001	0.2	0.273914	-0.780407	1	0.273914	0.6544	0.6544	0.6544	7	1	5
POR	0.0651136	-0.762863	0.001	0.2	0.318966	-0.830222	1	0.318966	0.6552	0.6552	0.6552	15	1	5
ANO10	0.104974	-0.584146	0.001	0.2	0.465645	-0.602072	1	0.465645	0.6553	0.4145	0.421	16	6	15
CST9L	0.0563224	-0.714709	0.001	0.2	0.279122	-0.789358	1	0.279122	0.6553	0.6553	0.6553	1	1	5
F9	0.0355926	-0.578798	0.001	0.2	0.179469	-0.65532	1	0.179469	0.6553	0.6553	0.6553	3	1	5
SNF8	0.245357	-0.849086	0.001	0.2	1.77924	-5	1	1.77924	0.6555	0.4964	0.4964	6	3	5
BPI	0.0867706	0.865782	0.001	0.2	0.356167	0.723351	1	0.356167	0.6557	0.5327	0.5483	11	1	6
NIPSNAP1	0.24778	-0.852267	0.001	0.2	1.79175	-5	1	1.79175	0.6559	0.4962	0.4962	14	3	5
NEIL3	0.0596563	-0.733496	0.001	0.2	0.294364	-0.804197	1	0.294364	0.6563	0.6563	0.6563	7	1	5
"ARHGAP8,PRR5-ARHGAP8"	0.125194	-0.601103	0.001	0.2	0.217117	-0.306155	1	0.217117	0.6565	0.6984	0.6628	30	5	24
ATG5	0.0963372	0.905787	0.001	0.2	0.39374	0.783303	1	0.39374	0.6565	0.5643	0.6349	11	1	6
NKAIN3	0.109767	0.838107	0.001	0.2	0.0827883	0.81498	0.370276	0.0799467	0.6567	0.6927	0.6567	28	6	8
CCL15	0.0490385	-0.671097	0.001	0.2	0.247408	-0.741004	1	0.247408	0.6571	0.6571	0.6571	1	1	6
OSBPL10	0.0307036	0.566046	0.001	0.2	-0.0496139	2.80065	0.211054	0.00199154	0.6573	1	1	63	3	14
PRICKLE1	0.0980379	-0.642796	0.001	0.2	0.407435	-0.683902	1	0.407435	0.6575	0.6575	0.6575	8	3	9
EMC7	0.0794412	-0.833072	0.001	0.2	0.380244	-0.909175	1	0.380244	0.6575	0.6575	0.6575	4	1	5
ZSCAN20	0.0892446	-0.876404	0.001	0.2	0.421073	-0.951988	1	0.421073	0.6575	0.6575	0.6575	4	1	5
RBM19	0.148744	-0.70312	0.001	0.2	0.0387942	-1.99357	0.308125	0.0116314	0.6579	0.835	0.9296	125	4	26
TP53	0.0639896	-0.47595	0.001	0.2	0.171776	-0.61854	1	0.171776	0.6579	0.759	0.759	11	3	5
ZNF77	0.080855	-0.839534	0.001	0.2	0.386626	-0.909408	1	0.386626	0.6586	0.6586	0.6586	2	1	5
CA3	0.0766203	-0.819947	0.001	0.2	0.368845	-0.890841	1	0.368845	0.6587	0.4651	0.5749	3	1	5
AGBL4	0.109763	-0.404424	0.001	0.2	0.257585	-0.337084	1	0.257585	0.6589	0.6549	0.605	48	12	25
LFNG	0.0395515	-0.607871	0.001	0.2	0.200181	-0.679865	1	0.200181	0.6589	0.6589	0.6589	2	1	5
SNX19	0.0820172	-0.844789	0.001	0.2	0.401129	-0.897271	1	0.401129	0.659	0.436	0.436	8	1	6
PPARGC1A	0.111604	-0.394142	0.001	0.2	0.155148	-0.213529	1	0.155148	0.6591	0.7463	0.7059	46	12	38
ZNF253	0.0394744	-0.607322	0.001	0.2	0.200436	-0.673133	1	0.200436	0.6592	0.6592	0.6592	2	1	5
KRTAP5-3	0.0721831	0.798643	0.001	0.2	0.313904	0.720616	1	0.313904	0.6595	0.6595	0.6595	1	1	5
ZFAND4	0.116049	0.573762	0.001	0.2	0.091921	0.208439	1	0.091921	0.6596	0.9021	0.875	8	5	19
UGT2B11	0.0770326	-0.67574	0.001	0.2	0.431125	-0.688797	1	0.431125	0.66	0.5301	0.5727	6	2	10
ACAD10	0.0923329	-0.627296	0.001	0.2	0.850463	-0.279942	1	0.850463	0.6601	0.3092	0.3177	19	4	107
KLHL32	0.0506547	-0.681103	0.001	0.2	0.25378	-0.744545	1	0.25378	0.6603	0.6603	0.6603	27	1	5
SEMA4D	0.0534552	-0.697985	0.001	0.2	0.266603	-0.762673	1	0.266603	0.6604	0.6604	0.6604	16	1	5
RIPOR2	0.0716113	-0.337041	0.001	0.2	0.188313	-0.312497	1	0.188313	0.6606	0.6725	0.6483	71	11	20
NPIPB11	0.0592583	0.731288	0.001	0.2	0.256286	0.596009	1	0.256286	0.6607	0.6607	0.6607	1	1	6
DDX51	0.0715338	0.795454	0.001	0.2	0.300921	0.643413	1	0.300921	0.6611	0.5787	0.6138	3	1	6
CAPN3	0.0438173	-0.393948	0.001	0.2	0.0625534	-0.304803	1	0.0625534	0.6612	0.789	0.6612	32	4	6
PDCD1LG2	0.0531584	0.696222	0.001	0.2	0.233062	0.566777	1	0.233062	0.6614	0.6614	0.6614	12	1	6
PIGX	0.0811747	0.840984	0.001	0.2	0.346943	0.757719	1	0.346943	0.6619	0.4645	0.4759	3	1	5
FOCAD	0.252746	-0.593873	0.001	0.2	0.852559	-0.777524	1	0.852559	0.6621	0.5248	0.512	36	8	16
"ARL17A,LRRC37A2"	0.0338798	-0.565629	0.001	0.2	0.162105	-0.168167	1	0.162105	0.6624	0.6393	0.624	1	1	53
MYLK3	0.0658622	0.766767	0.001	0.2	0.28062	0.622831	1	0.28062	0.6624	0.6624	0.6624	2	1	6
INF2	0.0910941	0.884215	0.001	0.2	0.381911	0.794738	1	0.381911	0.6624	0.6173	0.4303	10	1	5
CTSE	0.0227804	0.46913	0.001	0.2	0.107812	0.203323	1	0.107812	0.6629	0.6629	0.6629	2	1	23
ESRRB	0.0486773	-0.668833	0.001	0.2	0.244644	-0.73161	1	0.244644	0.6629	0.6629	0.5868	31	1	5
KBTBD11	0.0780479	0.826628	0.001	0.2	0.324229	0.674005	1	0.324229	0.663	0.5571	0.5547	5	1	6
OR4K14	0.0586965	-0.728157	0.001	0.2	0.294737	-0.786564	1	0.294737	0.6631	0.6631	0.6631	3	1	6
FGA	0.00524283	0.232134	0.001	0.2	0.0266563	0.189248	1	0.0266563	0.6634	0.6634	0.6634	1	1	6
CFLAR	0.0462115	-0.653097	0.001	0.2	0.232932	-0.71645	1	0.232932	0.6636	0.6636	0.6636	17	1	5
TMPRSS3	0.0807473	0.839044	0.001	0.2	0.334755	0.698171	1	0.334755	0.6638	0.6638	0.6638	13	1	6
DEPDC1B	0.0485007	-0.667723	0.001	0.2	0.243628	-0.731799	1	0.243628	0.6638	0.6638	0.6638	11	1	5
ZNF639	0.047678	-0.662516	0.001	0.2	0.24128	-0.723636	1	0.24128	0.664	0.664	0.664	3	1	6
TTN	0.157087	-0.815603	0.001	0.2	0.560061	-5	0.503235	0.471413	0.6641	0.4311	0.5137	15	4	5
PTPN18	0.0250207	0.490461	0.001	0.2	0.118429	0.208307	1	0.118429	0.6642	0.6642	0.6642	5	1	23
GRIN3A	0.0848071	-0.254241	0.32412	0.2	0.578603	-5	0.28094	0.0545127	0.6642	0.4174	0.6753	34	5	14
ZNF81	0.186351	0.798715	0.001	0.2	0.531481	0.786474	1	0.531481	0.6645	0.6645	0.6645	3	3	7
FAM47A	0.0320534	-0.551153	0.001	0.2	0.163601	-0.620573	1	0.163601	0.6646	0.6646	0.6646	1	1	6
RPF2	0.0672322	-0.773838	0.001	0.2	0.330332	-0.83979	1	0.330332	0.6646	0.6646	0.6646	6	1	6
KDM4E	0.0459254	-0.651238	0.001	0.2	0.231678	-0.713413	1	0.231678	0.6646	0.6646	0.6646	1	1	5
TMEM40	0.0254483	0.49441	0.001	0.2	0.119171	0.404031	1	0.119171	0.6648	0.6648	0.6648	8	1	6
MMRN1	0.0736847	-0.805946	0.001	0.2	0.364043	-0.862265	1	0.364043	0.6649	0.6649	0.6649	6	1	6
TMEFF2	0.0598363	0.687405	0.001	0.165109	0.0375162	0.881131	0.207257	0.031146	0.665	0.8797	1	25	9	11
CHST7	0.0778538	0.825725	0.001	0.2	0.32325	0.669328	1	0.32325	0.665	0.5691	0.665	9	1	6
PEX5L	0.103333	-0.705928	0.001	0.2	0.429681	-0.710376	1	0.429681	0.6653	0.6	0.5955	40	4	9
CRCP	0.0475616	-0.661775	0.001	0.2	0.239159	-0.726401	1	0.239159	0.6654	0.6654	0.6654	2	1	5
YPEL2	0.0546957	0.705287	0.001	0.2	0.237246	0.561861	1	0.237246	0.6656	0.6656	0.6656	6	1	7
TBC1D16	0.0885667	-0.418832	0.001	0.2	0.251428	-0.399009	1	0.251428	0.6658	0.7016	0.704	28	8	16
CEP89	0.133037	-0.641987	0.001	0.2	0.610268	-1.07647	1	0.610268	0.6658	0.6271	0.6271	40	3	8
ATP7A	0.052977	0.695142	0.001	0.2	0.231882	0.568182	1	0.231882	0.6658	0.6645	0.6658	28	1	7
TPST1	0.101656	-0.682182	0.001	0.2	0.465716	-0.95038	1	0.465716	0.6659	0.5329	0.5329	7	2	8
GIP	0.0628868	-0.751077	0.001	0.2	0.309087	-0.821006	1	0.309087	0.6661	0.6661	0.6661	8	1	5
HOPX	0.0709877	0.610877	0.001	0.2	0.344851	0.569107	1	0.344851	0.6663	0.5802	0.5802	7	2	9
APLP2	0.116727	-0.565434	0.001	0.2	0.313765	-0.625683	1	0.313765	0.6667	0.6353	0.4311	14	6	8
MIER3	0.0435127	-0.471519	0.001	0.2	0.127976	-0.541206	1	0.127976	0.6667	0.6078	0.6899	5	2	5
CEP19	0.0685694	0.780651	0.001	0.2	0.296525	0.679506	1	0.296525	0.6671	0.6598	0.4886	3	1	6
KIAA1841	0.046903	-0.65756	0.001	0.2	0.236249	-0.720073	1	0.236249	0.6672	0.6672	0.6672	5	1	5
DIS3L2	0.118992	-0.591213	0.001	0.2	0.174446	-5	0.40682	0.0221705	0.6673	0.81	1	6	4	18
WDR37	0.0486773	-0.668833	0.001	0.2	0.244644	-0.73161	1	0.244644	0.6673	0.6673	0.5883	11	1	5
CYP2R1	0.056392	-0.564929	0.001	0.2	0.0356924	-0.132011	1	0.0356924	0.6677	0.8382	0.8352	3	2	22
CHMP2B	0.293032	-0.773422	0.001	0.2	1.19401	-1.43246	1	1.19401	0.6677	0.5213	0.5133	53	5	8
KIAA1211	0.0531058	-0.695909	0.001	0.2	0.270188	-0.7449	1	0.270188	0.6677	0.6677	0.6677	33	1	6
GSTO2	0.0655103	0.764935	0.001	0.2	0.279582	0.623644	1	0.279582	0.6678	0.6349	0.4609	7	1	6
FCAR	0.0877656	0.729801	0.001	0.2	0.298082	0.638989	1	0.298082	0.668	0.5806	0.6293	9	2	6
DOCK4	0.188031	-0.733953	0.001	0.2	0.765753	-5	0.290474	0.0653203	0.6681	0.5438	0.8532	85	11	37
NSMCE2	0.0802439	0.83675	0.001	0.2	0.330216	0.675147	1	0.330216	0.6684	0.6684	0.6684	33	1	7
GDF10	0.0604347	0.737786	0.001	0.2	0.260742	0.600006	1	0.260742	0.6684	0.5236	0.6606	2	1	6
PBDC1	0.0367281	-0.587324	0.001	0.2	0.18775	-0.645755	1	0.18775	0.6686	0.6686	0.6686	1	1	5
DLGAP1	0.163157	-0.646965	0.001	0.2	0.746342	-2.17579	0.30565	0.547518	0.6687	0.4694	0.6018	114	11	25
LRMP	0.0696861	0.786276	0.001	0.2	0.294133	0.631941	1	0.294133	0.6688	0.4805	0.6688	15	1	6
8-Mar	0.0853336	0.859519	0.001	0.2	0.34845	0.690748	1	0.34845	0.669	0.4872	0.5322	6	1	6
MAP3K1	0.0935859	0.842938	0.001	0.2	0.320919	1.43327	0.450635	0.310231	0.6692	0.6329	0.6218	47	5	7
CYBB	0.0294007	-0.529251	0.001	0.2	0.149644	-0.608263	1	0.149644	0.6692	0.6692	0.4021	1	1	6
KNCN	0.0493483	0.67303	0.001	0.2	0.218492	0.549314	1	0.218492	0.6694	0.4939	0.6285	1	1	6
MKNK1	0.0493483	0.67303	0.001	0.2	0.218492	0.549314	1	0.218492	0.6694	0.4939	0.6285	4	1	6
PAK5	0.112314	0.873614	0.001	0.2	0.876813	0.532907	1	0.876813	0.6695	0.3879	0.2972	57	4	28
HERC2	0.0558336	0.711896	0.001	0.2	0.241445	0.565933	1	0.241445	0.6695	0.6695	0.5119	9	1	7
VPS35	0.0800871	-0.836033	0.001	0.2	0.392961	-0.887568	1	0.392961	0.6696	0.4537	0.4537	1	1	6
ALDH3A1	0.0685133	0.780368	0.001	0.2	0.289941	0.628724	1	0.289941	0.67	0.67	0.67	14	1	6
FAAP100	0.0848279	0.857298	0.001	0.2	0.346999	0.693214	1	0.346999	0.67	0.616	0.6091	2	1	6
NPLOC4	0.0848279	0.857298	0.001	0.2	0.346999	0.693214	1	0.346999	0.67	0.616	0.6091	2	1	6
"ACOT11,FAM151A"	0.0299807	-0.534134	0.001	0.2	0.15244	-0.603728	1	0.15244	0.67	0.5205	0.67	4	1	5
KRTAP10-9	0.0339482	-0.566163	0.001	0.2	0.173924	-0.625393	1	0.173924	0.6701	0.6701	0.6701	1	1	5
"CORO7,CORO7-PAM16,VASN"	0.0105418	0.324442	0.001	0.2	0.0518592	0.264562	1	0.0518592	0.6703	0.6703	0.6703	1	1	6
N4BP2	0.0494159	0.664013	0.001	0.2	0.253568	0.394212	1	0.253568	0.6706	0.6571	0.6593	9	2	14
PRR5-ARHGAP8	0.0693641	-0.78466	0.001	0.2	0.34532	-0.83523	1	0.34532	0.6706	0.6706	0.6706	5	1	6
RSF1	0.0284692	-0.375457	0.001	0.2	0.149255	-0.315611	1	0.149255	0.6711	0.7384	0.818	11	2	15
PTCD3	0.0193984	0.43459	0.001	0.2	0.0930307	0.181667	1	0.0930307	0.6714	0.578	0.6695	7	1	24
"PHLDB2,PLCXD2"	0.208099	-0.680614	0.001	0.2	0.708431	-0.856704	1	0.708431	0.6714	0.5949	0.5949	14	7	11
PPP2R3C	0.0696861	0.786276	0.001	0.2	0.294133	0.631941	1	0.294133	0.6714	0.6714	0.491	1	1	6
BMX	0.0545	0.704143	0.001	0.2	0.238221	0.57028	1	0.238221	0.6714	0.4782	0.5996	3	1	6
PIR	0.0545	0.704143	0.001	0.2	0.238221	0.57028	1	0.238221	0.6714	0.4782	0.5996	3	1	6
ZNF674	0.0405641	0.615028	0.001	0.2	0.183599	0.504316	1	0.183599	0.6715	0.6715	0.5402	2	1	6
SLC10A7	0.11384	0.780982	0.001	0.2	0.395095	0.805506	1	0.395095	0.6716	0.6048	0.6716	10	3	5
DNER	0.0845918	-0.414032	0.001	0.2	0.282918	-0.424126	1	0.282918	0.672	0.6652	0.6413	36	5	17
FOXQ1	0.047479	0.661248	0.001	0.2	0.209484	0.525747	1	0.209484	0.672	0.512	0.5098	1	1	7
ZIM2	0.0514028	0.782637	0.001	0.2	0.272528	0.723688	1	0.272528	0.6724	0.5588	0.6724	3	2	5
CNTROB	0.100352	-0.678914	0.001	0.2	0.476176	-0.962495	1	0.476176	0.6726	0.3759	0.4285	40	2	7
"LOC102724428,SIK1"	0.037173	-0.590622	0.001	0.2	0.190956	-0.646553	1	0.190956	0.6727	0.3821	0.6727	9	1	6
RAP1GAP2	0.153151	0.689177	0.001	0.2	0.360743	0.196454	1	0.360743	0.6728	0.616	0.5689	37	8	89
FSHR	0.0608677	-0.395948	0.001	0.2	0.318705	-0.321617	1	0.318705	0.6731	0.6148	0.587	50	4	33
AGBL1	0.304027	0.708678	0.001	0.2	0.790401	0.490755	1	0.790401	0.6735	0.6084	0.6026	174	11	27
TANC2	0.070918	-0.489791	0.001	0.2	0.14786	-0.431172	1	0.14786	0.6737	0.7402	0.7394	10	3	8
SCUBE1	0.228988	-0.659348	0.001	0.2	0.972788	-1.25743	1	0.972788	0.674	0.674	0.674	86	6	10
KATNBL1	0.0559655	-0.750244	0.001	0.2	0.145692	-5	0.344046	0.0247188	0.6741	0.6415	1	8	2	10
NAT8B	0.0378638	0.595698	0.001	0.2	0.171248	0.479174	1	0.171248	0.6741	0.6741	0.6741	1	1	7
DSEL	0.0652678	-0.763669	0.001	0.2	0.326184	-0.816317	1	0.326184	0.6747	0.6302	0.504	2	1	6
TTLL3	0.092824	0.679717	0.001	0.2	0.308927	0.737202	1	0.308927	0.6747	0.6451	0.6747	5	2	6
TMPRSS11F	0.03808	-0.597275	0.001	0.2	0.194198	-0.656876	1	0.194198	0.675	0.675	0.675	5	1	5
"LY75,LY75-CD302"	0.0778863	0.825877	0.001	0.2	0.322911	0.662438	1	0.322911	0.6756	0.6756	0.5645	23	1	6
RANBP3L	0.0478697	-0.663734	0.001	0.2	0.245572	-0.714368	1	0.245572	0.6765	0.4249	0.4317	9	1	7
NDUFV2	0.0360664	0.582375	0.001	0.2	0.164754	0.473141	1	0.164754	0.6765	0.6765	0.6765	1	1	6
NCOR1	0.0362885	-0.584042	0.001	0.2	0.185416	-0.643204	1	0.185416	0.6769	0.6769	0.6769	10	1	5
TTC19	0.0362885	-0.584042	0.001	0.2	0.185416	-0.643204	1	0.185416	0.6769	0.6769	0.6769	3	1	5
SFMBT2	0.0783511	-0.512737	0.001	0.2	0.134979	-5	0.386199	0.0731549	0.6778	0.8175	0.8175	11	4	8
SPATA22	0.03323	-0.435403	0.001	0.2	0.137314	-0.353358	1	0.137314	0.6783	0.7194	0.67	10	2	11
UBE2G1	0.014266	0.375173	0.001	0.2	0.0693855	0.311682	1	0.0693855	0.6795	0.6795	0.6795	7	1	6
GPR20	0.0324906	-0.554661	0.001	0.2	0.166988	-0.611872	1	0.166988	0.6801	0.6801	0.6801	3	1	5
UNC93A	0.0455255	0.648628	0.001	0.2	0.203351	0.528011	1	0.203351	0.6802	0.5055	0.6802	11	1	6
TOM1L1	0.309467	0.927069	0.001	0.2	0.442573	0.563719	1	0.442573	0.6803	0.7223	0.7202	55	5	13
SHANK2	0.107012	0.659564	0.001	0.2	0.245807	0.63946	1	0.245807	0.6805	0.6805	0.6805	6	4	5
KIAA1644	0.0689474	0.59937	0.001	0.2	0.338822	0.569117	1	0.338822	0.6806	0.5831	0.5399	23	2	9
LRRC39	0.0279556	-0.51684	0.001	0.2	0.144502	-0.571781	1	0.144502	0.6807	0.6807	0.6807	1	1	5
SOD3	0.0296543	0.531393	0.001	0.2	0.137122	0.4246	1	0.137122	0.6809	0.6809	0.6809	5	1	7
GCNT3	0.0400427	-0.611356	0.001	0.2	0.203598	-0.672725	1	0.203598	0.6809	0.6809	0.6809	3	1	5
SSX5	0.0311692	0.395673	0.001	0.2	0.163054	0.190056	1	0.163054	0.6815	0.6663	0.6863	2	2	44
THADA	0.124325	-0.445174	0.001	0.2	-0.137627	-0.954099	0.188654	0.063047	0.6825	0.9959	0.7931	284	12	211
TRPM4	0.0160615	-0.285166	0.001	0.2	0.0797637	-0.466613	1	0.0797637	0.6829	1	1	4	2	5
HIST1H1A	0.085099	-0.628798	0.001	0.2	0.38984	-0.868427	1	0.38984	0.6831	0.539	0.539	5	2	7
ORC6	0.0329453	-0.55828	0.001	0.2	0.169262	-0.614723	1	0.169262	0.6834	0.6834	0.6834	2	1	5
LMO7	0.113239	1.01202	0.001	0.2	0.0350857	1.36633	0.24824	0.0103626	0.6837	0.8422	0.8422	38	4	6
FABP12	0.0416397	0.622513	0.001	0.2	0.186572	0.499497	1	0.186572	0.6838	0.621	0.5793	6	1	7
GPR158	0.0684977	0.74998	0.001	0.2	0.282778	0.540105	1	0.282778	0.6841	0.3846	0.3899	17	4	8
EPSTI1	0.0321422	-0.398298	0.001	0.2	0.130697	-0.147441	1	0.130697	0.6845	0.6591	0.7217	26	2	56
COL24A1	0.131943	0.615856	0.001	0.2	0.448588	0.343592	1	0.448588	0.6851	0.5887	0.4825	61	6	33
CPPED1	0.0712111	0.427152	0.001	0.2	0.305161	0.361407	1	0.305161	0.6855	0.6234	0.5574	21	4	22
OR51B5	0.162028	-0.537926	0.001	0.2	0.126344	-0.146659	1	0.126344	0.6856	0.7332	0.7325	39	7	57
PRKAR1A	0.109452	-0.688811	0.001	0.2	0.32796	-0.833362	1	0.32796	0.6857	0.6467	0.6353	5	3	6
VANGL1	0.0962969	0.862908	0.001	0.2	-0.0068723	2.18484	0.266817	0.0250077	0.6861	1	1	16	3	12
IP6K2	0.075562	-0.508917	0.001	0.2	0.290937	-0.599827	1	0.290937	0.6862	0.6141	0.6141	5	3	8
STXBP6	0.0840245	-0.515397	0.001	0.2	0.46858	-0.555295	1	0.46858	0.6863	0.6146	0.5613	38	4	15
WDR47	0.0164818	0.402043	0.001	0.2	0.0796986	0.32967	1	0.0796986	0.6868	0.6868	0.6868	7	1	6
SNX25	0.129953	-0.558181	0.001	0.2	0.359799	-0.646013	1	0.359799	0.6869	0.684	0.6565	22	7	10
SSBP2	0.0823303	-0.855375	0.001	0.2	0.409607	-5	0.432327	0.0390517	0.6871	0.575	0.7928	8	3	7
GOLGB1	0.0692393	-0.628827	0.001	0.2	0.0730823	-0.26934	1	0.0730823	0.6877	0.6101	0.684	8	2	9
CACNG2	0.0653067	0.665193	0.001	0.2	0.106249	0.381366	1	0.106249	0.688	0.8155	0.6017	17	3	6
GANC	0.0893549	-0.561961	0.001	0.2	0.273246	-0.602596	1	0.273246	0.6883	0.7413	0.638	5	3	7
SYT1	0.104311	-0.707699	0.001	0.2	0.392721	-5	0.468931	0.313892	0.6883	0.6883	0.6883	21	4	5
