Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
LIPI	0.247846	-0.753911	0.001	0.2	0.716102	-5	0.553606	0.094905	0.3978	0.3492	0.8225	16	5	20
AGAP1	0.45758	-0.945291	0.001	0.2	2.05238	-5	0.50288	1.64516	0.3979	0.2307	0.2952	81	10	19
CFAP58	0.24587	1.08027	0.001	0.2	0.522974	0.927555	1	0.522974	0.3991	0.4435	0.4435	21	2	5
TULP2	0.287932	0.961845	0.001	0.2	1.25843	0.892827	1	1.25843	0.4012	0.3378	0.2991	8	4	13
LRRN1	0.0938706	0.895741	0.001	0.2	0.377128	0.725144	1	0.377128	0.4025	0.6574	0.6248	50	1	6
PRKG1	0.373529	-0.627429	0.001	0.2	1.17728	-0.175434	1	1.17728	0.4068	0.192	0.1236	56	16	358
HSDL1	0.326522	-0.857064	0.001	0.2	2.32106	-5	1	2.32106	0.4073	0.3295	0.3295	4	4	6
C16orf62	0.255254	-1.02778	0.001	0.2	0.803034	-5	0.479129	0.634878	0.4104	0.406	0.4386	22	3	11
PRR16	0.345527	-0.991295	0.001	0.2	1.65176	-1.57591	1	1.65176	0.4112	0.2891	0.2891	29	3	10
OR52E6	0.100386	-0.921903	0.001	0.2	0.465582	-0.997243	1	0.465582	0.4113	0.4113	0.4113	1	1	5
THSD7A	0.509644	-0.804201	0.001	0.2	1.79817	-0.970658	1	1.79817	0.4114	0.2364	0.2024	75	8	23
TNFRSF10A	0.283421	1.1324	0.001	0.2	0.629829	1.02342	1	0.629829	0.4116	0.4145	0.4145	25	2	5
ACOX3	0.22702	1.12806	0.001	0.2	0.382844	0.820791	1	0.382844	0.4165	0.4165	0.4165	17	2	5
LYPLAL1	0.172668	0.870527	0.001	0.2	0.513218	0.778649	1	0.513218	0.4175	0.5262	0.5262	7	2	7
KCNG4	0.102431	-0.92987	0.001	0.2	0.486105	-0.988677	1	0.486105	0.4207	0.4207	0.4207	13	1	6
SYN3	0.327547	0.837714	0.001	0.2	0.861349	0.941807	1	0.861349	0.4214	0.4744	0.4744	48	6	8
TRIM14	0.176665	0.917122	0.001	0.2	0.191899	0.481768	1	0.191899	0.4221	0.7654	0.7654	4	3	7
GSTM2	0.175598	0.969812	0.001	0.2	0.756399	0.843867	1	0.756399	0.4228	0.3984	0.3984	5	2	9
SGCZ	0.48152	0.791491	0.001	0.2	0.503022	0.974617	0.251262	0.373	0.4238	0.5506	0.5446	224	25	91
NLGN1	0.338022	1.11283	0.001	0.2	0.54006	0.690743	1	0.54006	0.424	0.4358	0.4364	44	7	10
ZNF525	0.1033	-0.933226	0.001	0.2	0.487497	-0.99453	1	0.487497	0.4246	0.4246	0.344	3	1	6
CYP2C8	0.147018	1.09218	0.001	0.2	0.098118	5	0.330515	0.0281039	0.4246	0.738	1	8	2	7
CDC42	0.178898	-0.877496	0.001	0.2	0.822911	-1.19694	1	0.822911	0.4257	0.4193	0.4039	3	2	8
KIF27	0.174592	-0.868464	0.001	0.2	0.800668	-1.1804	1	0.800668	0.4265	0.361	0.4047	4	2	8
GCNT2	0.196744	0.833041	0.001	0.2	0.207749	0.141665	1	0.207749	0.4266	0.6123	0.5984	36	3	98
PADI4	0.103594	-0.934354	0.001	0.2	0.491802	-0.987886	1	0.491802	0.4271	0.4271	0.4271	22	1	6
CD33	0.236313	-1.04312	0.001	0.2	1.69073	-5	1	1.69073	0.4278	0.2903	0.2903	5	2	5
CSMD3	0.255092	-0.698844	0.001	0.2	1.19721	-5	0.640758	1.11656	0.4282	0.2727	0.2652	45	7	9
FLG	0.166424	1.0782	0.001	0.2	0.0981178	5	0.330515	0.0190298	0.4283	0.7649	0.8702	6	2	24
OSTN	0.146056	-0.944673	0.001	0.2	0.693488	-0.877308	1	0.693488	0.4296	0.4276	0.4239	9	2	10
GLI2	0.223106	0.870817	0.001	0.2	0.387408	0.607678	1	0.387408	0.4304	0.4815	0.4466	24	6	9
IQCC	0.0682333	-0.778947	0.001	0.2	0.312533	-0.292622	1	0.312533	0.4315	0.3793	0.3956	4	1	37
SLC25A34	0.1036	-0.934378	0.001	0.2	0.491979	-0.983973	1	0.491979	0.4317	0.4317	0.4317	1	1	6
ZNF160	0.102554	0.930346	0.001	0.2	0.409899	0.456415	1	0.409899	0.4326	0.4326	0.4326	2	1	19
ZNF607	0.263127	-1.05567	0.001	0.2	1.11033	-1.36495	1	1.11033	0.4328	0.4328	0.4328	8	2	9
OR6C1	0.0931528	-0.892784	0.001	0.2	0.417904	-0.519467	1	0.417904	0.4328	0.3305	0.3316	3	1	15
ARFGAP3	0.285549	-1.06816	0.001	0.2	1.83727	-5	1	1.83727	0.4343	0.1909	0.1867	17	2	6
CXCL13	0.0921293	0.88854	0.001	0.2	0.387991	0.698499	1	0.387991	0.4351	0.4351	0.4351	3	1	7
SPDYE16	0.08523	0.859065	0.001	0.2	0.359746	0.258702	1	0.359746	0.4356	0.4356	0.4356	1	1	48
ZNF676	0.159702	1.11776	0.001	0.2	0.596819	0.833895	1	0.596819	0.4366	0.4366	0.3549	5	1	7
CCDC170	0.300274	0.987913	0.001	0.2	0.167221	0.185076	1	0.167221	0.4375	0.7071	0.7201	39	7	46
LPCAT1	0.240271	-0.558896	0.001	0.2	1.10964	-5	0.451999	0.582842	0.4381	0.2836	0.4545	76	14	22
AQP9	0.308327	-0.940314	0.001	0.2	2.15432	-5	1	2.15432	0.4386	0.2862	0.2862	15	3	6
LUZP2	0.113399	-0.544081	0.001	0.2	0.423824	-0.949596	1	0.423824	0.4387	0.462	0.4127	27	4	6
FSHR	0.305647	-1.0925	0.001	0.2	0.601589	-1.82119	0.345529	0.507618	0.4394	0.5179	0.4946	50	6	30
IQGAP2	0.145328	-0.801191	0.001	0.2	0.548162	-0.656639	1	0.548162	0.4418	0.3075	0.3118	34	2	14
CHD9	0.146614	-1.07977	0.001	0.2	0.677174	-1.10825	1	0.677174	0.4426	0.4455	0.3743	4	1	8
TNFAIP8L1	0.20494	-0.968882	0.001	0.2	0.856177	-1.23687	1	0.856177	0.443	0.4322	0.4322	3	2	8
ATAD3B	0.0672296	-0.773825	0.001	0.2	0.311045	-0.316891	1	0.311045	0.4437	0.4437	0.4437	2	1	33
CTH	0.124131	-1.00828	0.001	0.2	0.53946	-0.574273	1	0.53946	0.4445	0.3285	0.3285	5	1	18
HEXB	0.143475	1.06161	0.001	0.2	0.0894306	5	0.327815	0.00127726	0.4453	0.8881	0.884	13	2	20
ZFP37	0.0841639	-0.854369	0.001	0.2	0.410738	-0.905099	1	0.410738	0.4465	0.4465	0.4465	2	1	6
NCR2	0.359778	1.21862	0.001	0.2	0.815046	1.0776	1	0.815046	0.4468	0.37	0.3343	13	4	6
DYNC2H1	0.175794	0.779935	0.001	0.2	0.250851	0.426522	1	0.250851	0.4481	0.6598	0.6213	29	4	12
SRD5A2	0.328386	-0.860522	0.001	0.2	1.12292	-1.03709	1	1.12292	0.4501	0.4212	0.4698	16	4	13
CPAMD8	0.151161	0.810562	0.001	0.2	0.270832	0.609456	1	0.270832	0.4506	0.8089	0.8089	55	3	6
UGT2A1	0.17023	1.07696	0.001	0.2	0.0981178	5	0.330515	0.0378806	0.4506	0.6603	0.7089	11	2	17
"UGT2A1,UGT2A2"	0.17023	1.07696	0.001	0.2	0.0981178	5	0.330515	0.0378806	0.4506	0.6603	0.7089	14	2	17
CYP4F12	0.0993159	-0.917687	0.001	0.2	0.489212	-0.944251	1	0.489212	0.4508	0.4508	0.4508	6	1	8
ADCY9	0.383911	-0.844103	0.001	0.2	0.219619	-2.03403	0.317839	0.926601	0.4509	0.6243	0.2507	33	6	121
LAMA1	0.144461	0.883521	0.001	0.2	0.399342	0.647327	1	0.399342	0.4537	0.4908	0.4499	13	3	8
XG	0.0858086	-0.861597	0.001	0.2	0.392913	-0.494291	1	0.392913	0.454	0.3821	0.4286	6	1	17
DDX53	0.130415	1.02915	0.001	0.2	0.497749	0.716853	1	0.497749	0.4561	0.4438	0.4204	1	1	8
ALDH1L2	0.313077	1.15838	0.001	0.2	0.741349	1.09834	1	0.741349	0.457	0.457	0.4309	4	2	5
AKR1B10	0.141571	-0.879805	0.001	0.2	0.167961	-5	0.349755	0.311073	0.4575	0.6379	0.5767	4	2	13
TBL1X	0.349381	0.93887	0.001	0.2	0.986441	1.17229	1	0.986441	0.458	0.4001	0.458	43	4	6
CCDC102B	0.11912	1.14841	0.001	0.2	0.098118	5	0.330515	4.78E-05	0.459	0.7347	1	9	2	6
SLFN11	0.0601922	0.736453	0.001	0.2	0.265682	0.121527	1	0.265682	0.4592	0.4726	0.4749	2	1	180
SLFN12	0.0601922	0.736453	0.001	0.2	0.265682	0.121527	1	0.265682	0.4592	0.4726	0.4749	4	1	180
SMIM3	0.102666	0.930778	0.001	0.2	0.41113	0.647194	1	0.41113	0.4596	0.3146	0.4184	5	1	8
OTOA	0.124486	-0.750913	0.001	0.2	0.57785	-0.263512	1	0.57785	0.4607	0.4159	0.4151	6	2	81
KCNV2	0.0818646	-0.844102	0.001	0.2	0.40754	-0.888369	1	0.40754	0.4614	0.2629	0.3921	2	1	8
DGKB	0.233205	-0.550047	0.001	0.2	0.593468	-5	0.451508	0.280412	0.4614	0.4635	0.6125	132	10	26
RAD51B	0.237185	0.489186	0.001	0.2	0.721661	0.440204	1	0.721661	0.4621	0.4086	0.3506	311	20	33
"DEFB106A,DEFB106B"	0.0284608	-0.52122	0.001	0.2	0.140064	-0.276165	1	0.140064	0.4644	0.5153	0.5871	2	1	20
SNX29	0.31105	-0.647312	0.001	0.2	0.478257	-1.8463	0.365697	0.406633	0.4649	0.5137	0.5122	93	14	41
PIK3C2G	0.412274	-0.776408	0.001	0.2	1.68007	-1.20196	1	1.68007	0.4672	0.374	0.3413	79	8	17
NPFFR2	0.119963	0.893985	0.001	0.2	0.0325889	5	0.307876	0.0312071	0.4693	0.8917	0.843	22	2	15
IGSF6	0.075551	-0.814889	0.001	0.2	0.33858	-0.248403	1	0.33858	0.4698	0.4698	0.4698	2	1	53
METTL9	0.075551	-0.814889	0.001	0.2	0.33858	-0.248403	1	0.33858	0.4698	0.4698	0.4698	2	1	53
ANO10	0.127123	-0.630811	0.001	0.2	0.501521	-0.977274	1	0.501521	0.47	0.3777	0.3489	9	3	7
GPC6	0.244176	-0.787373	0.001	0.2	0.919358	-5	0.393145	0.608209	0.4708	0.3664	0.5387	104	8	22
ZNF630	0.0678892	-0.777197	0.001	0.2	0.300919	-0.0938954	1	0.300919	0.4711	0.2771	0.2765	16	1	321
DNAJC24	0.108363	-0.996457	0.001	0.2	0.343449	-5	0.385273	0.179587	0.4713	0.4376	0.783	3	2	9
SOAT2	0.251652	-1.05357	0.001	0.2	1.75251	-5	1	1.75251	0.4718	0.3103	0.3103	8	2	6
FDFT1	0.139565	0.808093	0.001	0.2	0.576575	0.904446	1	0.576575	0.4721	0.3711	0.4721	11	2	6
SH3RF3	0.269802	-0.88633	0.001	0.2	1.95061	-5	1	1.95061	0.4727	0.3252	0.3252	50	3	6
OSBPL10	0.0995415	-0.691204	0.001	0.2	0.527438	-0.743731	1	0.527438	0.4728	0.4728	0.3892	61	2	12
BMPR2	0.0676166	-0.624	0.001	0.2	0.0875745	-0.341375	1	0.0875745	0.4731	0.4679	0.5784	7	2	9
PTPRD	0.451862	-0.467144	0.001	0.2	0.271103	-0.0930945	1	0.271103	0.4737	0.6724	0.5962	375	41	298
FAM131C	0.244869	-1.02892	0.001	0.2	1.6905	-5	1	1.6905	0.4746	0.3204	0.3204	2	2	5
HIST1H4F	0.0614294	-0.743218	0.001	0.2	0.288056	-0.388128	1	0.288056	0.4773	0.4773	0.4773	1	1	19
COL23A1	0.293407	-0.808542	0.001	0.2	1.09739	-1.36016	1	1.09739	0.4781	0.5284	0.5284	70	5	8
KCTD1	0.213929	0.848461	0.001	0.2	0.549904	0.639731	1	0.549904	0.4793	0.4153	0.5112	20	6	11
SLCO3A1	0.124134	-0.758838	0.001	0.2	0.444286	-5	0.483386	0.344461	0.4798	0.4565	0.41	13	4	5
SLC39A11	0.256688	0.830428	0.001	0.2	0.224013	1.53464	0.325564	0.133083	0.4807	0.6975	0.6615	57	8	28
MMP25	0.0502066	0.64873	0.001	0.2	0.509255	0.541925	1	0.509255	0.4812	0.4812	0.4216	3	2	15
CDHR3	0.0878114	0.90123	0.001	0.2	0.0370517	5	0.309609	0.00153722	0.4813	0.8267	0.9475	5	2	9
"ATP5J2-PTCD1,PTCD1"	0.238987	-1.01696	0.001	0.2	1.63444	-5	1	1.63444	0.4815	0.3306	0.3306	9	2	5
AKAP12	0.290632	-0.720284	0.001	0.2	0.82899	-5	0.406816	0.00649826	0.483	0.2923	0.9184	104	9	155
PACRG	0.173631	0.760374	0.001	0.2	0.663724	0.591958	1	0.663724	0.486	0.4487	0.44	46	3	16
APOBEC3G	0.188839	-0.760269	0.001	0.2	0.844768	-1.24002	1	0.844768	0.4862	0.4117	0.3408	6	3	7
XIRP2	0.250865	-0.861352	0.001	0.2	1.81748	-5	1	1.81748	0.4864	0.3175	0.2764	31	3	5
PTPRT	0.33974	0.699715	0.001	0.2	0.001729	0.00841573	1	0.001729	0.4877	0.9633	1	120	15	222
GPM6A	0.121253	-0.588014	0.001	0.2	0.347195	-0.863623	1	0.347195	0.4887	0.6672	0.6672	13	4	5
MFSD1	0.0579254	0.723827	0.001	0.2	0.249129	0.477023	1	0.249129	0.4908	0.5956	0.7253	9	1	10
PRKN	0.285555	-0.927669	0.001	0.2	0.974293	-0.159181	0.908792	0.972534	0.4913	0.3376	0.3105	285	9	433
ZNF407	0.18879	0.862124	0.001	0.2	0.360929	0.582491	1	0.360929	0.4917	0.451	0.4875	10	3	9
TANGO6	0.0848534	-0.169774	0.461423	0.2	0.215517	5	0.360867	0.227714	0.4919	0.7632	0.6634	8	2	5
SH3BP2	0.228416	-0.974081	0.001	0.2	1.58428	-5	1	1.58428	0.4944	0.3228	0.3228	9	2	5
TENM4	0.183129	-0.946036	0.001	0.2	1.01735	-5	0.534918	0.743559	0.4946	0.1914	0.2889	53	4	9
TLDC1	0.116212	0.724889	0.001	0.2	0.482426	0.525223	1	0.482426	0.4946	0.3688	0.3829	10	2	16
CDH19	0.0843114	-0.855021	0.001	0.2	0.394644	-0.6728	1	0.394644	0.4955	0.4955	0.4955	9	1	11
GRM7	0.209239	-0.502247	0.001	0.2	0.773132	-0.563581	1	0.773132	0.4964	0.3654	0.2964	95	14	27
PMP22	0.0622131	-0.747459	0.001	0.2	0.299763	-0.59089	1	0.299763	0.4965	0.4965	0.4965	8	1	9
SUSD5	0.0730399	-0.805059	0.001	0.2	0.244644	-0.73161	1	0.244644	0.4975	0.6153	0.4685	7	2	5
SUMF1	0.0566783	-0.716747	0.001	0.2	0.274301	-0.576546	1	0.274301	0.4983	0.4983	0.4983	45	1	9
DLGAP1	0.127174	-0.905418	0.001	0.2	0.663694	-1.90811	0.44039	0.649665	0.5007	0.2846	0.2154	13	4	10
DEPDC1B	0.361484	-0.891266	0.001	0.2	2.50469	-5	1	2.50469	0.5012	0.4005	0.4005	11	4	6
ZNF727	0.0708451	0.792052	0.001	0.2	0.309048	0.531726	1	0.309048	0.5012	0.4838	0.4972	2	1	9
ZNF736	0.0708451	0.792052	0.001	0.2	0.309048	0.531726	1	0.309048	0.5012	0.4838	0.4972	1	1	9
CHODL	0.237372	-0.827425	0.001	0.2	0.816793	-2.86163	0.469768	0.812021	0.5013	0.4513	0.4834	50	6	11
C4orf22	0.1624	-0.737198	0.001	0.2	1.41664	-5	1	1.41664	0.5019	0.5019	0.5019	11	3	5
DCC	0.186515	-0.664654	0.001	0.2	0.747078	-5	0.574526	0.693853	0.5046	0.3705	0.4391	25	6	7
PFKP	0.11139	0.733354	0.001	0.2	0.506638	0.614081	1	0.506638	0.5047	0.4871	0.4691	28	2	11
"NBPF10,NBPF19,NBPF20,PDZK1"	0.0637654	-0.755758	0.001	0.2	0.297262	-0.360368	1	0.297262	0.5067	0.5067	0.5067	11	1	24
KIAA0319	0.17295	-0.816987	0.001	0.2	0.674817	-2.36918	0.615706	0.67182	0.5078	0.5078	0.5078	21	4	6
KRT8	0.245118	-0.747852	0.001	0.2	1.13093	-1.35005	1	1.13093	0.5087	0.377	0.377	28	4	9
PIBF1	0.206124	0.748135	0.001	0.2	0.0388587	0.811525	0.291371	0.017506	0.5088	0.8633	0.8335	85	9	17
PKNOX2	0.177448	-0.587501	0.001	0.2	-0.059195	-1.21069	0.267746	0.454336	0.514	0.8891	0.3972	18	7	88
AGR3	0.0944812	-0.767639	0.001	0.2	0.145726	-5	0.344055	0.0868251	0.5171	0.6706	0.8476	5	2	28
LRFN5	0.137482	0.81457	0.001	0.2	0.286026	0.591669	1	0.286026	0.5178	0.7674	0.7615	20	6	8
ZNF804B	0.113345	-0.722498	0.001	0.2	0.530638	-0.749666	1	0.530638	0.5179	0.2435	0.3619	55	2	11
OCA2	0.0901285	0.905488	0.001	0.2	0.0389651	5	0.310342	0.000138653	0.5194	0.7595	1	11	2	10
NXPH1	0.170795	-0.652154	0.001	0.2	0.526611	-5	0.420619	0.0572302	0.5209	0.4337	0.85	54	7	24
ATE1	0.134438	-0.657472	0.001	0.2	0.499056	-5	0.511527	0.444681	0.521	0.4052	0.5319	27	5	6
CHORDC1	0.175589	-0.909966	0.001	0.2	0.662088	-1.12995	1	0.662088	0.5211	0.5211	0.5211	4	2	6
HORMAD2	0.265395	-0.782596	0.001	0.2	2.00988	-5	1	2.00988	0.5219	0.4377	0.4377	16	4	6
RHPN2	0.207408	-0.659883	0.001	0.2	0.777241	-5	0.577549	0.416161	0.5225	0.4258	0.6061	18	6	10
VAV3	0.238963	-0.799328	0.001	0.2	0.644249	-5	0.426705	0.613874	0.5237	0.5094	0.5006	43	6	15
SUGCT	0.281351	0.829739	0.001	0.2	0.475243	0.359205	1	0.475243	0.5245	0.5178	0.4863	26	10	33
TRANK1	0.202929	-1.37429	0.001	0.2	1.15697	-5	0.358686	0.00848148	0.525	0.2465	1	21	4	24
DTWD2	0.122487	-0.749373	0.001	0.2	0.638101	-1.09676	1	0.638101	0.5254	0.4428	0.4354	6	2	8
RAB17	0.161046	0.746882	0.001	0.2	0.334992	0.475628	1	0.334992	0.5291	0.592	0.5501	25	3	13
SEMA6D	0.179665	0.595479	0.001	0.2	0.407564	0.29853	1	0.407564	0.532	0.5692	0.5312	74	10	49
LMNTD1	0.103769	-0.735706	0.001	0.2	-0.0983296	1.50179	0.107029	0.750281	0.5321	1	0.1048	10	4	304
RASGRP3	0.191678	-0.766307	0.001	0.2	1.48674	-5	1	1.48674	0.534	0.454	0.454	22	3	5
SLC6A3	0.182254	-0.479789	0.001	0.2	0.0344493	-0.0742244	1	0.0344493	0.5357	0.8957	0.9142	27	11	63
CCDC91	0.284066	-0.710258	0.001	0.2	0.500902	-0.643601	0.678469	0.492952	0.5361	0.6191	0.5843	161	10	28
"DOCK2,FAM196B"	0.265581	-0.903939	0.001	0.2	1.90877	-5	1	1.90877	0.5369	0.3751	0.3751	14	3	5
ATM	0.0924893	0.710135	0.001	0.2	0.0944842	1.57828	0.265472	0.0709983	0.537	0.5977	1	48	7	8
CACNA2D4	0.0593197	0.73163	0.001	0.2	0.255876	0.277187	1	0.255876	0.5403	0.5403	0.5403	4	1	27
KSR2	0.147049	-0.687521	0.001	0.2	0.566215	-5	0.524989	0.482925	0.5413	0.3904	0.531	36	5	6
HBG2	0.0860956	-0.86285	0.001	0.2	0.391807	-0.581806	1	0.391807	0.5439	0.5439	0.5439	1	1	12
GYPE	0.0954756	-0.672472	0.001	0.2	0.479593	-0.495429	1	0.479593	0.5465	0.4832	0.483	2	2	20
ISPD	0.263342	-0.853101	0.001	0.2	1.11192	-5	0.436297	0.111407	0.547	0.3506	0.7735	36	9	20
CBR3	0.0906595	-0.540882	0.001	0.2	0.225103	-0.264809	1	0.225103	0.548	0.5934	0.5825	8	3	30
CTNND2	0.190996	-0.591772	0.001	0.2	0.543018	-0.665979	1	0.543018	0.5483	0.4542	0.4486	46	10	13
NCKAP5	0.277907	0.807815	0.001	0.2	0.907512	0.370715	1	0.907512	0.5484	0.4203	0.3748	85	14	58
ACACA	0.187143	0.79306	0.001	0.2	0.556996	0.964157	1	0.556996	0.5486	0.5486	0.5486	22	4	5
SLC22A2	0.0858627	-0.861833	0.001	0.2	0.393013	-0.573146	1	0.393013	0.55	0.469	0.4726	5	1	12
GLI3	0.306856	-0.828162	0.001	0.2	2.23598	-5	1	2.23598	0.5509	0.3527	0.3527	20	4	6
SP140L	0.121862	0.744383	0.001	0.2	0.510009	0.839738	1	0.510009	0.5519	0.5519	0.5519	13	2	6
SDK2	0.239092	-0.737881	0.001	0.2	1.79488	-5	1	1.79488	0.552	0.4113	0.4113	18	4	5
ZFP36L1	0.277109	-0.910701	0.001	0.2	1.97351	-5	1	1.97351	0.5526	0.4045	0.4045	6	3	5
EIF3H	0.229605	-0.72425	0.001	0.2	1.74144	-5	1	1.74144	0.5527	0.4094	0.4094	20	4	5
CNTLN	0.145454	-0.587742	0.001	0.2	0.589944	-1.04131	1	0.589944	0.5531	0.3773	0.5245	22	4	8
STOX1	0.222333	0.899229	0.001	0.2	0.53223	0.792499	1	0.53223	0.5542	0.4771	0.4771	11	3	7
ALS2CR12	0.14474	-0.608957	0.001	0.2	0.53737	-1.00237	1	0.53737	0.5542	0.5412	0.5412	19	4	7
SEC16B	0.152963	0.855169	0.001	0.2	0.661462	0.857689	1	0.661462	0.5546	0.5546	0.5546	15	2	8
SLC19A1	0.22908	1.0612	0.001	0.2	0.588178	0.979461	1	0.588178	0.5558	0.5558	0.5558	12	3	5
CTNNA2	0.147039	-0.459417	0.001	0.2	0.415091	-0.398424	1	0.415091	0.5583	0.5411	0.4901	85	12	26
"UGT1A10,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9"	0.0729359	0.802317	0.001	0.2	0.310578	0.447818	1	0.310578	0.5584	0.5584	0.5584	3	1	13
MAPT	0.145243	-0.595506	0.001	0.2	0.894991	-5	0.330739	0.235311	0.5585	0.3034	0.473	87	13	27
HRG	0.035533	0.578346	0.001	0.2	0.164151	0.166141	1	0.164151	0.5589	0.5589	0.5589	5	1	53
WDR93	0.131068	0.776268	0.001	0.2	0.525008	0.767399	1	0.525008	0.5592	0.5157	0.5592	7	2	8
ATP8B3	0.0710004	-0.578325	0.001	0.2	0.18152	-0.129333	1	0.18152	0.5604	0.6844	0.5033	4	2	103
PTPRG	0.138041	0.746449	0.001	0.2	0.839465	0.293169	1	0.839465	0.5613	0.1296	0.2058	35	5	90
NPHP4	0.302888	-0.821959	0.001	0.2	2.13916	-5	1	2.13916	0.5639	0.405	0.3183	12	4	5
CAMK2D	0.202648	-0.691533	0.001	0.2	1.60393	-5	1	1.60393	0.564	0.4786	0.4786	13	4	5
CACNA2D1	0.177071	1.16474	0.001	0.2	0.588852	1.13469	1	0.588852	0.5664	0.5664	0.5664	7	1	5
ZNF534	0.0691579	0.783623	0.001	0.2	0.289788	0.812159	1	0.289788	0.57	0.57	0.57	4	1	5
EPM2A	0.107513	-0.593391	0.001	0.2	0.954839	-5	1	0.954839	0.5706	0.5706	0.5706	8	3	5
MYOM2	0.182268	-0.800015	0.001	0.2	0.770447	-0.328711	1	0.770447	0.572	0.4112	0.3746	43	6	72
MAST4	0.192758	-0.764147	0.001	0.2	1.46306	-5	1	1.46306	0.5729	0.5729	0.5729	47	3	5
NLRP7	0.149253	0.767593	0.001	0.2	0.309718	0.650421	1	0.309718	0.5729	0.8518	0.8725	11	3	6
OTOGL	0.10616	-0.69578	0.001	0.2	0.390525	-0.572085	1	0.390525	0.5744	0.341	0.3873	13	2	13
ROBO1	0.174196	-0.633343	0.001	0.2	0.472238	-0.610163	1	0.472238	0.5744	0.5227	0.4913	57	8	14
CDYL2	0.125909	0.922267	0.001	0.2	0.235755	0.49194	1	0.235755	0.5757	0.7467	0.6891	7	3	8
COL18A1	0.178211	0.823326	0.001	0.2	0.462286	0.877983	1	0.462286	0.5763	0.5763	0.5763	17	3	5
AKR1C2	0.139731	-0.847623	0.001	0.2	0.541373	-1.0161	1	0.541373	0.5775	0.4512	0.4512	6	2	7
PHF21B	0.0867048	0.72605	0.001	0.2	0.0964899	0.232597	1	0.0964899	0.5792	0.7214	0.6856	7	3	16
MUC16	0.121595	-0.637108	0.001	0.2	1.13254	-5	1	1.13254	0.5802	0.4113	0.4113	11	3	6
MUTYH	0.176994	-0.6551	0.001	0.2	1.4657	-5	1	1.4657	0.5803	0.4522	0.4522	18	4	7
ABCC1	0.0678588	0.777042	0.001	0.2	0.292663	0.401023	1	0.292663	0.5816	0.4478	0.4656	76	1	16
SERINC5	0.125622	-0.618646	0.001	0.2	0.18134	-5	0.407403	0.0605743	0.5824	0.5888	0.7588	16	4	10
TARM1	0.181863	0.824395	0.001	0.2	0.279936	0.458546	1	0.279936	0.5848	0.6639	0.6639	11	3	11
L3MBTL4	0.101039	0.637868	0.001	0.2	0.284261	0.640149	1	0.284261	0.585	0.6918	0.7427	17	5	6
PDE1C	0.115382	-0.572126	0.001	0.2	0.253074	-0.588863	1	0.253074	0.5867	0.743	0.7068	47	6	7
MAD1L1	0.170471	-0.481337	0.001	0.2	0.539836	-0.389358	1	0.539836	0.5868	0.5302	0.4795	77	10	41
GUCY1A3	0.192223	0.844244	0.001	0.2	0.37173	0.615086	1	0.37173	0.5882	0.6478	0.6478	20	3	8
TRAPPC9	0.132309	-0.653708	0.001	0.2	0.499818	-5	0.512804	0.415149	0.5887	0.3788	0.3302	46	5	6
ANTXRL	0.0259639	-0.499121	0.001	0.2	0.126252	-0.157153	1	0.126252	0.5888	0.5947	0.6513	1	1	47
TBC1D5	0.101662	-0.537561	0.001	0.2	0.096919	-0.242742	1	0.096919	0.5892	0.6472	0.6768	22	4	15
EHD4	0.0863555	-0.633041	0.001	0.2	0.290458	-0.332477	1	0.290458	0.5902	0.3728	0.4956	6	2	26
RGS17	0.120493	-0.581914	0.001	0.2	0.538275	-0.769426	1	0.538275	0.5926	0.4555	0.4333	9	4	10
CDR2	0.0391572	-0.605055	0.001	0.2	0.190022	-0.356988	1	0.190022	0.594	0.594	0.594	1	1	15
ZNF385D	0.1184	-0.650879	0.001	0.2	0.326785	-0.845741	1	0.326785	0.5951	0.7398	0.6671	25	3	5
ATG4C	0.047398	-0.660731	0.001	0.2	0.227469	-0.386106	1	0.227469	0.5987	0.5987	0.5987	4	1	15
RIN3	0.0776199	-0.477291	0.001	0.2	0.18775	-0.645755	1	0.18775	0.6008	0.8108	0.7556	33	4	5
SRRM4	0.128915	0.728052	0.001	0.2	0.350186	0.373628	1	0.350186	0.6012	0.6096	0.5154	6	4	23
ERC1	0.131782	-0.553533	0.001	0.2	0.0630952	-0.14285	1	0.0630952	0.6034	0.8511	0.7918	158	5	29
WDR27	0.108412	0.934462	0.001	0.2	0.039339	0.727698	0.380669	0.0358589	0.6036	0.9084	0.9084	13	3	5
SPATA13	0.146303	-0.707454	0.001	0.2	0.78669	-5	0.443585	0.56652	0.6042	0.3935	0.5062	38	7	13
BNC2	0.174759	0.655169	0.001	0.2	0.132925	0.257143	1	0.132925	0.6052	0.7457	0.6987	79	13	17
MTA3	0.11785	0.889614	0.001	0.2	0.333636	0.65121	1	0.333636	0.6054	0.6431	0.6084	10	4	8
LRRC4C	0.185071	-0.491177	0.001	0.2	0.739	-0.259942	1	0.739	0.6063	0.4532	0.3691	73	13	106
PLIN2	0.0424681	0.6282	0.001	0.2	0.182719	0.57781	1	0.182719	0.6072	0.5128	0.3629	2	1	6
