Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
BDP1	0.154655	0.823324	0.001	0.2	0.671307	1.18639	1	0.671307	0.5052	0.5052	0.5052	8	2	5
NLRP5	0.0580269	0.724399	0.001	0.2	0.260699	0.501153	1	0.260699	0.5052	0.419	0.3425	20	1	10
ZNF473	0.058676	-0.728042	0.001	0.2	0.271192	-0.517467	1	0.271192	0.5053	0.4384	0.4194	1	1	9
REV3L	0.210832	0.86673	0.001	0.2	0.350332	5	0.430559	0.432598	0.5053	0.6553	0.6483	8	3	9
KATNAL2	0.13976	0.697251	0.001	0.2	0.451657	0.411902	1	0.451657	0.5055	0.4508	0.418	7	3	24
NPAS2	0.127167	1.14819	0.001	0.2	0.117802	5	0.336354	0.00782695	0.5061	0.8002	1	33	2	5
OR52B6	0.0852619	-0.859205	0.001	0.2	0.377266	-0.606451	1	0.377266	0.5062	0.5062	0.5062	1	1	9
GALNT13	0.277022	-0.709595	0.001	0.2	0.341972	-0.396155	1	0.341972	0.5066	0.657	0.6207	61	9	19
TASP1	0.181624	-0.904695	0.001	0.2	0.50624	-0.812675	1	0.50624	0.508	0.508	0.5326	28	2	8
LRRN2	0.0245423	0.486	0.001	0.2	0.116169	0.213275	1	0.116169	0.5086	0.6702	0.6702	3	1	21
L3MBTL4	0.113507	1.52195	0.001	0.2	0.191863	1.52622	0.275145	0.0134391	0.5088	0.6257	1	56	3	26
GOLGB1	0.14119	-0.857286	0.001	0.2	0.20146	-0.410194	1	0.20146	0.509	0.696	0.7549	8	2	10
COX18	0.0515336	0.686462	0.001	0.2	0.233494	0.465235	1	0.233494	0.5096	0.5836	0.711	4	1	9
FBXL17	0.177403	-0.671053	0.001	0.2	0.634505	-1.15015	1	0.634505	0.5099	0.5099	0.5099	61	4	5
ACSM2B	0.0529359	0.694897	0.001	0.2	0.240493	0.229404	1	0.240493	0.51	0.51	0.51	4	1	39
TRPV3	0.141425	-0.84222	0.001	0.2	0.61065	-0.673502	1	0.61065	0.5107	0.5024	0.5024	15	2	12
COL16A1	0.125368	1.31372	0.001	0.2	0.427598	0.803485	0.968772	0.427493	0.5116	0.5116	0.5116	15	2	6
SSUH2	0.154698	-0.823378	0.001	0.2	0.662494	-1.17667	1	0.662494	0.5117	0.5117	0.5117	7	2	5
OBSCN	0.141808	-0.792559	0.001	0.2	0.602454	-1.1218	1	0.602454	0.5132	0.5132	0.5132	26	2	5
TRMT13	0.0700341	-0.597552	0.001	0.2	0.36612	-0.67838	1	0.36612	0.5133	0.5133	0.6183	4	2	8
TAF1C	0.0727889	-0.801601	0.001	0.2	0.328385	-0.573672	1	0.328385	0.5141	0.3416	0.5044	9	1	9
PPFIBP1	0.0370975	-0.351032	0.001	0.2	0.144205	-0.337937	1	0.144205	0.5146	0.752	0.7498	45	3	14
KDM6A	0.0779789	-0.68507	0.001	0.2	0.363252	-0.236614	1	0.363252	0.5153	0.4537	0.4048	32	2	56
RAB19	0.20185	-0.687973	0.001	0.2	0.170685	-0.0840749	1	0.170685	0.5153	0.6447	0.5193	14	5	211
CFAP61	0.178919	0.954796	0.001	0.2	0.323286	2.95648	0.315171	0.239802	0.5156	0.5156	0.6854	44	6	8
CLCN6	0.591875	1.08759	0.001	0.2	1.0005	0.737837	1	1.0005	0.5156	0.6632	0.6632	33	7	15
PHKB	0.141426	0.79449	0.001	0.2	0.497357	0.850103	1	0.497357	0.5158	0.3911	0.5158	9	2	6
BEST1	0.106103	0.82421	0.001	0.2	0.22753	0.580912	1	0.22753	0.5159	0.7383	0.7383	4	2	6
PLEKHH2	0.253479	-0.742034	0.001	0.2	0.7824	-0.698968	1	0.7824	0.5159	0.496	0.4081	84	6	17
NPAS3	0.264615	-0.700246	0.001	0.2	0.714679	-2.6908	0.311096	0.293267	0.5161	0.4684	0.6418	60	16	24
NF1	0.0696927	-0.614314	0.001	0.2	0.271209	-0.510144	1	0.271209	0.5164	0.6059	0.5993	35	2	11
EDA2R	0.045439	0.648062	0.001	0.2	0.208276	0.165072	1	0.208276	0.5164	0.5164	0.5164	14	1	69
FAM8A1	0.0558823	-0.712177	0.001	0.2	0.259915	-0.502471	1	0.259915	0.5165	0.5165	0.5165	1	1	9
ACTRT1	0.101027	0.924413	0.001	0.2	0.426122	0.601209	1	0.426122	0.5166	0.5166	0.5166	13	1	10
TUBA1C	0.342233	0.816563	0.001	0.2	1.1507	0.817692	1	1.1507	0.5166	0.4862	0.4804	25	5	15
TMEM232	0.163448	-0.661671	0.001	0.2	0.647035	-0.582076	1	0.647035	0.5167	0.487	0.481	16	4	19
WFDC1	0.102269	-0.929244	0.001	0.2	0.446673	-0.646865	1	0.446673	0.5171	0.4895	0.5031	8	1	10
POLR3C	0.0545706	-0.704556	0.001	0.2	0.250256	-0.228938	1	0.250256	0.5177	0.5177	0.5177	10	1	42
ZFX	0.233895	-0.991085	0.001	0.2	1.54586	-5	1	1.54586	0.5181	0.5181	0.5181	7	2	5
RHPN2	0.226137	-0.620393	0.001	0.2	0.827187	-0.531783	1	0.827187	0.5181	0.3731	0.331	31	11	27
NIPA2	0.0389265	0.603399	0.001	0.2	0.18004	0.0769982	1	0.18004	0.5183	0.5585	0.5585	5	1	263
EIF3H	0.120647	-0.728069	0.001	0.2	0.327181	-0.661679	1	0.327181	0.5187	0.5652	0.5652	41	4	7
PPEF1	0.07028	0.789243	0.001	0.2	0.301899	0.507662	1	0.301899	0.5194	0.4199	0.4476	10	1	11
DMGDH	0.128053	0.762438	0.001	0.2	0.433941	0.789293	1	0.433941	0.5195	0.5195	0.5195	22	2	6
MAPKAPK5	0.107085	-0.774674	0.001	0.2	0.651532	-0.240558	1	0.651532	0.5195	0.1233	0.2475	5	2	98
NBN	0.15603	0.702702	0.001	0.2	0.620158	0.856372	1	0.620158	0.5198	0.3526	0.2786	23	3	8
INSL3	0.0898819	-0.688586	0.001	0.2	0.451465	-0.519352	1	0.451465	0.52	0.4627	0.452	2	2	16
HSPA12A	0.146604	-0.700638	0.001	0.2	0.919784	-0.603201	1	0.919784	0.52	0.2781	0.2629	21	5	23
ZNF585B	0.115657	-0.878209	0.001	0.2	0.221699	-5	0.362216	0.186221	0.5204	0.5338	0.6488	7	2	13
ARPP19	0.159785	-0.835156	0.001	0.2	0.692834	-1.15128	1	0.692834	0.5207	0.4672	0.5207	4	2	6
SH3GL2	0.1545	0.656301	0.001	0.2	0.866326	0.225289	1	0.866326	0.5214	0.301	0.2744	48	4	146
GLT1D1	0.273135	1.01603	0.001	0.2	0.683041	0.99277	1	0.683041	0.5217	0.4834	0.4988	28	5	6
SOAT2	0.137238	-0.780948	0.001	0.2	0.610018	-1.08235	1	0.610018	0.5217	0.5217	0.5217	8	2	7
NSUN7	0.108928	-0.7064	0.001	0.2	0.283194	-0.303873	1	0.283194	0.5221	0.3559	0.4518	6	2	27
C14orf39	0.175921	-0.895802	0.001	0.2	0.716865	-1.22782	1	0.716865	0.5222	0.4932	0.4932	2	2	5
RADIL	0.107329	-0.708523	0.001	0.2	0.401941	-0.484169	1	0.401941	0.5223	0.4435	0.459	25	2	16
CDKN3	0.264995	0.975651	0.001	0.2	0.510119	5	0.456296	0.377221	0.5224	0.5629	0.5263	7	3	14
MEIG1	0.0481039	-0.665218	0.001	0.2	0.220626	-0.121941	1	0.220626	0.5229	0.5229	0.5229	4	1	125
ARHGEF3	0.148416	-0.807162	0.001	0.2	0.297186	-0.655767	1	0.297186	0.5232	0.7359	0.7359	32	4	6
LDLRAD4	0.275092	-0.744163	0.001	0.2	0.679439	-0.744102	1	0.679439	0.5245	0.6259	0.6774	75	6	13
DLC1	0.35776	-0.742635	0.001	0.2	0.630701	-0.535394	0.672024	0.581368	0.5246	0.5652	0.5815	126	9	54
ACE2	0.0558638	0.71207	0.001	0.2	0.250786	0.47636	1	0.250786	0.525	0.3657	0.418	2	1	9
HACE1	0.108311	0.820679	0.001	0.2	0.138396	0.481398	1	0.138396	0.5252	0.4566	0.6735	7	2	5
FSTL4	0.309646	-0.893177	0.001	0.2	0.528016	-0.615547	1	0.528016	0.5254	0.6038	0.4713	67	5	13
FERMT2	0.178068	-0.560263	0.001	0.2	0.532665	-0.491547	1	0.532665	0.5255	0.4349	0.3944	25	6	20
CNGB1	0.207758	-0.784383	0.001	0.2	0.916334	-1.31426	1	0.916334	0.5264	0.3403	0.3403	11	3	6
SLC39A14	0.0617517	0.744966	0.001	0.2	0.277875	0.484643	1	0.277875	0.5265	0.5265	0.5265	9	1	10
TBC1D16	0.207512	-0.673194	0.001	0.2	0.622948	-0.58117	1	0.622948	0.5266	0.4516	0.3983	31	9	17
LRRC27	0.226477	-0.734721	0.001	0.2	0.762639	-0.768991	1	0.762639	0.5268	0.5109	0.5109	9	4	13
WDR64	0.31266	-0.876838	0.001	0.2	1.08425	-1.09291	1	1.08425	0.5271	0.4968	0.4944	35	4	10
IQCC	0.0510326	-0.683414	0.001	0.2	0.235107	-0.216609	1	0.235107	0.5272	0.5013	0.5182	4	1	44
SFMBT2	0.182256	-0.705375	0.001	0.2	0.453874	-0.745489	1	0.453874	0.5274	0.6498	0.6498	11	4	8
SLC16A12	0.254317	-0.914942	0.001	0.2	0.957599	-1.35726	1	0.957599	0.5275	0.5637	0.4041	18	3	6
RASGEF1C	0.310409	-1.00369	0.001	0.2	0.67966	-5	0.414547	0.116928	0.5277	0.5197	0.9013	26	5	16
ZNF92	0.0409674	-0.617848	0.001	0.2	0.189607	-0.0776588	1	0.189607	0.5279	0.4914	0.4914	2	1	273
PRR16	0.202911	-0.906534	0.001	0.2	0.693055	-0.608921	1	0.693055	0.528	0.5491	0.5367	29	4	17
SLC15A4	0.132802	-0.827946	0.001	0.2	0.375459	-0.702628	1	0.375459	0.5282	0.5807	0.5623	5	2	7
CLCC1	0.0548495	0.706186	0.001	0.2	0.250272	0.455765	1	0.250272	0.529	0.529	0.529	6	1	10
DNAH6	0.335195	0.903288	0.001	0.2	1.32502	1.2726	1	1.32502	0.5292	0.4602	0.3643	24	4	8
FAM49B	0.118254	-0.784517	0.001	0.2	0.126999	-0.235911	1	0.126999	0.5295	0.5357	0.6665	17	2	19
PTCHD3	0.0794188	0.753935	0.001	0.2	0.0564741	0.0386678	1	0.0564741	0.5296	0.7876	0.7831	11	2	324
CETN2	0.0633113	0.753344	0.001	0.2	0.280606	0.465872	1	0.280606	0.5297	0.5297	0.5297	1	1	11
PALD1	0.338003	0.993851	0.001	0.2	0.87963	1.05966	1	0.87963	0.5298	0.5298	0.391	16	5	7
RGS7BP	0.233142	0.880514	0.001	0.2	0.915787	1.08631	1	0.915787	0.5298	0.5004	0.5004	20	3	7
REEP1	0.133332	0.650073	0.001	0.2	0.305899	0.29593	1	0.305899	0.5307	0.5053	0.4347	9	3	29
COL27A1	0.102153	1.15794	0.001	0.2	0.54984	0.424122	1	0.54984	0.5309	0.4873	0.3485	42	2	26
SPECC1	0.315518	-0.768849	0.001	0.2	1.20667	-0.867095	1	1.20667	0.531	0.4947	0.485	18	5	15
ANO7	0.212353	1.08389	0.001	0.2	0.38399	5	0.343655	0.295806	0.5315	0.5294	0.5675	13	4	7
ARID1B	0.215764	-0.954836	0.001	0.2	0.73	-5	0.350608	0.201725	0.5317	0.4655	0.5695	38	9	14
C12orf50	0.136165	0.655488	0.001	0.2	0.495782	0.476774	1	0.495782	0.5319	0.5391	0.5283	7	3	18
SRGAP1	0.22953	-0.876991	0.001	0.2	0.829818	-1.30993	1	0.829818	0.5324	0.501	0.501	11	3	5
OTOA	0.0840181	-0.656891	0.001	0.2	0.403687	-0.14557	1	0.403687	0.5324	0.5014	0.5014	6	2	167
DNAJC5B	0.18395	-0.650834	0.001	0.2	0.0393927	-2.51492	0.304636	0.100608	0.5326	0.7783	0.7515	15	5	31
TLK1	0.0963684	0.575961	0.001	0.2	0.0691093	0.282903	1	0.0691093	0.5327	0.8056	0.7154	24	5	8
TRABD2B	0.0840564	0.772584	0.001	0.2	-0.00352353	5	0.292465	0.00790759	0.5328	1	0.8123	29	2	15
CMA1	0.0786194	-0.82928	0.001	0.2	0.356782	-0.570617	1	0.356782	0.533	0.533	0.533	2	1	10
LRIG1	0.184803	0.709155	0.001	0.2	0.325858	0.54936	1	0.325858	0.5332	0.6093	0.5723	30	8	9
DTWD2	0.0647882	-0.476689	0.001	0.2	0.152436	-0.348979	1	0.152436	0.5332	0.7827	0.7558	13	3	12
UBE2E1	0.241015	-0.746167	0.001	0.2	0.729155	-0.935112	1	0.729155	0.5333	0.5018	0.5018	9	6	8
NUS1	0.305854	-1.00891	0.001	0.2	1.02864	-1.44597	1	1.02864	0.5343	0.39	0.39	27	3	5
DGKB	0.279408	-0.545162	0.001	0.2	0.670104	-0.356599	1	0.670104	0.5349	0.5239	0.4753	137	12	49
GK5	0.0405737	-0.615095	0.001	0.2	0.189466	-0.12635	1	0.189466	0.5351	0.5351	0.5351	5	1	106
SPATA6L	0.185538	-0.752181	0.001	0.2	0.540671	-0.603926	1	0.540671	0.5355	0.5773	0.5745	15	6	14
MAST4	0.266423	-0.883319	0.001	0.2	1.84646	-5	1	1.84646	0.5371	0.5084	0.5084	47	3	5
CADM1	0.354784	0.954324	0.001	0.2	0.30469	0.863518	0.457454	0.236697	0.5377	0.6703	0.6583	60	7	24
SLC9A3R1	0.101614	0.682758	0.001	0.2	0.469087	0.823392	1	0.469087	0.5378	0.509	0.472	2	2	6
TULP4	0.0200313	0.358053	0.001	0.2	0.242605	0.734434	1	0.242605	0.5381	0.6026	0.5381	16	2	5
PICALM	0.105186	-0.721895	0.001	0.2	0.185327	-0.349275	1	0.185327	0.5386	0.5418	0.6161	7	2	14
FAM69C	0.0684487	0.78004	0.001	0.2	0.300201	0.472489	1	0.300201	0.5387	0.4894	0.5236	8	1	11
INTS6L	0.0490395	-0.671103	0.001	0.2	0.226595	-0.280224	1	0.226595	0.5387	0.5198	0.438	6	1	26
CASP7	0.15495	-0.668508	0.001	0.2	0.538485	-1.03099	1	0.538485	0.5389	0.5389	0.5389	5	4	6
CDH18	0.0771143	0.949088	0.001	0.2	0.259684	0.33563	1	0.259684	0.539	0.4789	0.509	84	2	19
RBMS3	0.15376	-0.604095	0.001	0.2	0.479484	-0.667475	1	0.479484	0.5391	0.4669	0.4054	46	6	10
RALYL	0.428136	-0.8747	0.001	0.2	1.20085	-5	0.494882	1.14677	0.5391	0.508	0.6223	66	7	14
SIMC1	0.212339	-0.944602	0.001	0.2	1.3757	-5	1	1.3757	0.5395	0.5348	0.5348	7	2	5
OTUD7A	0.23279	1.07276	0.001	0.2	1.86227	0.261182	1	1.86227	0.5395	0.1459	0.1018	39	7	233
ZNF765-ZNF761	0.0789182	0.611043	0.001	0.2	0.366721	0.109089	1	0.366721	0.5395	0.4892	0.4369	7	2	268
HNF4G	0.652254	0.826187	0.001	0.2	1.60904	0.609209	1	1.60904	0.5397	0.5163	0.49	167	12	37
N4BP2	0.0944989	0.898317	0.001	0.2	0.395398	0.544868	1	0.395398	0.54	0.54	0.54	9	1	11
ADGRV1	0.195463	-0.647101	0.001	0.2	0.397929	-0.424607	1	0.397929	0.54	0.6199	0.5964	57	7	19
DOPEY2	0.262948	-0.742129	0.001	0.2	0.158702	-5	0.33588	0.154719	0.5405	0.6415	0.6007	27	5	115
R3HDM1	0.297006	1.09878	0.001	0.2	1.01467	0.980933	1	1.01467	0.5406	0.5247	0.4891	11	4	10
PTPN13	0.130669	0.67647	0.001	0.2	0.663785	0.658578	1	0.663785	0.5409	0.3805	0.4021	13	3	13
USP40	0.179184	-0.877913	0.001	0.2	0.834096	-1.25291	1	0.834096	0.5411	0.3995	0.3888	9	2	7
GALNT9	0.161288	0.922015	0.001	0.2	0.72768	0.86808	1	0.72768	0.5413	0.3707	0.3255	19	2	8
FAM57A	0.0480248	0.664717	0.001	0.2	0.219082	0.40304	1	0.219082	0.5419	0.5015	0.4517	11	1	11
GEMIN4	0.0480248	0.664717	0.001	0.2	0.219082	0.40304	1	0.219082	0.5419	0.5015	0.4517	5	1	11
ANKS1A	0.252491	-0.655002	0.001	0.2	0.306855	-0.248238	1	0.306855	0.5421	0.6466	0.6468	39	11	42
CDH1	0.424405	-0.715746	0.001	0.2	0.05641	-0.679582	0.283578	0.0833166	0.5421	0.8489	0.8217	140	15	143
SIPA1L3	0.246667	0.709171	0.001	0.2	0.208046	0.237978	1	0.208046	0.5422	0.7437	0.7126	110	11	30
POLL	0.0584081	-0.726541	0.001	0.2	0.275264	-0.497549	1	0.275264	0.5424	0.5424	0.5424	3	1	12
COLGALT1	0.124958	-0.791302	0.001	0.2	0.462321	-0.960719	1	0.462321	0.5425	0.5425	0.5425	8	2	6
PLCB1	0.304436	-0.530297	0.001	0.2	0.489368	-0.248829	1	0.489368	0.5428	0.5832	0.5539	181	18	70
FAM168B	0.0709462	-0.792552	0.001	0.2	0.31867	-0.498224	1	0.31867	0.5429	0.469	0.4204	1	1	11
PSMA6	0.176136	0.873855	0.001	0.2	0.322603	0.433532	1	0.322603	0.5432	0.5941	0.5941	3	3	14
TRPV1	0.108621	0.664262	0.001	0.2	0.721896	0.234319	1	0.721896	0.5437	0.3446	0.3249	9	3	109
WDR1	0.0396932	0.608879	0.001	0.2	0.184217	0.371614	1	0.184217	0.5441	0.5441	0.5441	12	1	11
SHF	0.235766	-0.895512	0.001	0.2	0.84455	-1.26728	1	0.84455	0.5444	0.5853	0.517	9	3	6
KRT8	0.230208	-0.658025	0.001	0.2	0.665376	-0.443901	1	0.665376	0.5444	0.5506	0.5442	43	6	32
GNAT3	0.128709	-0.696699	0.001	0.2	0.462394	-0.995288	1	0.462394	0.5445	0.5445	0.5093	10	3	5
NEK1	0.0883657	-0.649787	0.001	0.2	0.216242	-0.396465	1	0.216242	0.5445	0.4854	0.5718	11	2	12
SEMA3A	0.164922	0.714919	0.001	0.2	0.60163	0.794032	1	0.60163	0.5446	0.4365	0.3846	34	3	8
SDK2	0.191939	-0.715016	0.001	0.2	0.719904	-1.17757	1	0.719904	0.5448	0.5448	0.5448	45	5	6
PGAP2	0.15209	-0.821521	0.001	0.2	0.513265	-0.791373	1	0.513265	0.5449	0.5278	0.5449	4	2	8
PDZK1	0.041631	-0.622453	0.001	0.2	0.193685	-0.108551	1	0.193685	0.545	0.545	0.545	1	1	149
CTBP2	0.208024	-0.512719	0.001	0.2	0.540289	-0.389644	1	0.540289	0.5452	0.5001	0.4481	84	20	34
DHX33	0.189012	-0.917348	0.001	0.2	0.766902	-1.2059	1	0.766902	0.5453	0.5453	0.5453	4	2	6
CLNS1A	0.060362	-0.737387	0.001	0.2	0.275853	-0.466101	1	0.275853	0.5453	0.4058	0.4091	2	1	11
MMP11	0.0351914	0.575747	0.001	0.2	0.164966	0.325734	1	0.164966	0.5454	0.516	0.4692	2	1	13
LILRB1	0.153701	-0.97948	0.001	0.2	0.165834	-1.45539	0.234001	0.229159	0.5456	0.6335	0.5976	9	4	60
FRMD7	0.110423	-0.791313	0.001	0.2	0.51089	-0.58055	1	0.51089	0.5457	0.5457	0.5457	2	2	14
CXorf66	0.0485084	-0.667771	0.001	0.2	0.22643	-0.420214	1	0.22643	0.546	0.546	0.546	2	1	11
MAGEA1	0.0413625	-0.620595	0.001	0.2	0.193154	-0.189405	1	0.193154	0.5465	0.5465	0.5465	1	1	48
USP25	0.221507	1.17187	0.001	0.2	0.643126	5	0.48926	0.000174949	0.5467	0.4862	1	16	3	8
SKIL	0.136574	-0.57951	0.001	0.2	0.420103	-0.627829	1	0.420103	0.5467	0.5384	0.561	19	4	12
MYH14	0.226084	0.652723	0.001	0.2	0.779461	0.520211	1	0.779461	0.5469	0.5273	0.5096	31	5	24
ACSBG2	0.285971	-0.728935	0.001	0.2	1.07406	-1.075	1	1.07406	0.547	0.4281	0.4144	14	6	10
GJA5	0.0402922	0.613117	0.001	0.2	0.188136	0.250502	1	0.188136	0.5471	0.5471	0.5471	1	1	25
FAM19A2	0.137343	0.463767	0.001	0.2	0.470847	0.160115	1	0.470847	0.5471	0.3494	0.3761	24	9	162
"NBPF10,NBPF19,NBPF20,PDZK1"	0.0363494	-0.584498	0.001	0.2	0.17071	-0.101141	1	0.17071	0.5477	0.5477	0.5477	11	1	151
LEPR	0.159009	0.894451	0.001	0.2	0.409415	5	0.444389	0.000272297	0.5481	0.7114	0.8552	36	3	19
"CD160,NBPF10,NBPF19,NBPF20"	0.0419918	-0.624939	0.001	0.2	0.195198	-0.108165	1	0.195198	0.5482	0.5482	0.5482	11	1	151
TAOK3	0.298953	0.944239	0.001	0.2	1.19909	1.48417	1	1.19909	0.5483	0.4532	0.5056	12	3	6
SLCO1A2	0.132058	0.549046	0.001	0.2	0.236618	0.236375	1	0.236618	0.5483	0.6584	0.5979	39	6	35
CELF4	0.451748	-0.85232	0.001	0.2	1.43658	-1.02301	1	1.43658	0.5489	0.5008	0.4958	57	7	14
JAK2	0.149439	1.5676	0.001	0.2	1.0399	0.484876	1	1.0399	0.5494	0.2507	0.2131	11	4	37
ZFYVE28	0.248684	-0.875453	0.001	0.2	1.01037	-1.37599	1	1.01037	0.5504	0.4948	0.3984	21	3	6
SPOCK3	0.141253	-0.697262	0.001	0.2	0.440527	-0.787647	1	0.440527	0.5521	0.4459	0.3983	22	5	7
HNRNPA2B1	0.094851	0.723432	0.001	0.2	0.458481	0.812213	1	0.458481	0.5527	0.5527	0.5527	2	2	6
VAT1L	0.0721772	0.65257	0.001	0.2	0.318232	0.337237	1	0.318232	0.5532	0.5613	0.5626	53	2	24
SPINK5	0.0880524	0.871311	0.001	0.2	0.364485	1.01092	1	0.364485	0.5533	0.5533	0.5533	4	1	5
SLC9A7	0.085142	0.634228	0.001	0.2	0.400713	0.689504	1	0.400713	0.5536	0.5536	0.5536	6	2	7
OR52M1	0.0759384	-0.816727	0.001	0.2	0.342858	-0.500922	1	0.342858	0.5537	0.5537	0.5537	1	1	13
TBC1D8	0.217149	0.891923	0.001	0.2	0.576609	0.973892	1	0.576609	0.5539	0.5539	0.5539	27	3	5
ST6GALNAC5	0.227251	-0.845883	0.001	0.2	0.907468	-1.30837	1	0.907468	0.5539	0.5539	0.5086	22	3	6
PDGFD	0.245511	-0.870491	0.001	0.2	0.78388	-0.680805	1	0.78388	0.5543	0.5089	0.5089	47	5	17
TLR3	0.0747741	0.811184	0.001	0.2	0.328448	0.477019	1	0.328448	0.5545	0.5545	0.5545	11	1	12
PLEKHD1	0.0837292	-0.627852	0.001	0.2	0.252512	-0.253902	1	0.252512	0.5545	0.5531	0.5347	3	2	36
RINL	0.0635257	-0.754485	0.001	0.2	0.291479	-0.463066	1	0.291479	0.5547	0.5547	0.5547	1	1	12
ATRNL1	0.188448	1.01589	0.001	0.2	0.414948	5	0.315947	0.00043848	0.5549	0.527	0.8232	36	8	12
C16orf62	0.161297	-0.786068	0.001	0.2	0.380033	-0.519278	1	0.380033	0.5549	0.4715	0.5469	22	3	13
SLC5A1	0.0931845	0.655609	0.001	0.2	0.42146	0.532831	1	0.42146	0.555	0.3903	0.4158	20	2	14
MYH7	0.0582383	-0.725588	0.001	0.2	0.266547	-0.459727	1	0.266547	0.5552	0.5509	0.437	1	1	11
MAP4	0.109035	0.637849	0.001	0.2	0.253522	0.297352	1	0.253522	0.5555	0.6626	0.6123	30	3	24
FRMD4A	0.390186	-0.602937	0.001	0.2	1.15074	-0.536969	1	1.15074	0.5556	0.4821	0.4738	172	16	38
ADPRHL1	0.139323	-0.817397	0.001	0.2	0.557979	-1.08772	1	0.557979	0.5557	0.4195	0.5209	6	2	5
NRROS	0.0554356	0.527463	0.001	0.2	0.305375	0.573003	1	0.305375	0.5558	0.5812	0.4698	10	2	8
MAP1LC3C	0.0250209	0.490464	0.001	0.2	0.120267	0.375812	1	0.120267	0.556	0.7151	0.7109	1	1	7
GFPT1	0.145687	0.817785	0.001	0.2	0.66135	0.924284	1	0.66135	0.5564	0.5564	0.5564	8	2	7
BAIAP2	0.161464	-0.656655	0.001	0.2	0.60884	-0.833184	1	0.60884	0.5564	0.5233	0.5091	9	4	9
ZBTB7C	0.130158	-0.65167	0.001	0.2	0.198952	-0.716808	0.574019	0.184143	0.5569	0.5169	0.6383	58	7	12
EPSTI1	0.0681566	0.56824	0.001	0.2	0.283442	0.176816	1	0.283442	0.5573	0.5199	0.5035	26	2	76
EXPH5	0.10891	0.629325	0.001	0.2	0.10958	0.224644	1	0.10958	0.5577	0.8567	0.8409	16	3	18
SEC14L5	0.0732074	0.648503	0.001	0.2	0.198981	0.266801	1	0.198981	0.558	0.6781	0.7119	39	2	23
DDX53	0.0445724	0.642351	0.001	0.2	0.204825	0.392949	1	0.204825	0.5581	0.5581	0.5581	1	1	11
CTSE	0.0618497	0.745496	0.001	0.2	0.275821	0.280165	1	0.275821	0.5593	0.4648	0.4671	2	1	29
OR11H7	0.0718927	-0.797219	0.001	0.2	0.325594	-0.488711	1	0.325594	0.5594	0.5594	0.5594	1	1	12
MYCBPAP	0.0933063	-0.551864	0.001	0.2	0.480619	-1.0358	1	0.480619	0.5595	0.4457	0.4405	6	3	7
SLC24A4	0.160232	-0.836859	0.001	0.2	-0.0774108	5	0.204527	0.665535	0.5595	0.9737	0.4138	102	5	32
SCLT1	0.0698722	-0.575504	0.001	0.2	0.29501	-0.242813	1	0.29501	0.5606	0.5094	0.466	13	2	43
TEX47	0.0427811	0.630331	0.001	0.2	0.197267	0.206704	1	0.197267	0.5611	0.5288	0.5917	1	1	39
INPP4B	0.20873	0.861583	0.001	0.2	0.523146	0.924732	1	0.523146	0.5612	0.5612	0.5612	51	4	5
SCUBE1	0.376761	-0.819919	0.001	0.2	1.62885	-1.57259	1	1.62885	0.5614	0.467	0.467	86	6	10
RGS12	0.242143	-0.868247	0.001	0.2	0.970855	-1.34743	1	0.970855	0.5617	0.4334	0.3914	20	3	6
ZNF557	0.0379214	-0.596118	0.001	0.2	0.177107	-0.0993658	1	0.177107	0.5618	0.5618	0.5618	6	1	156
STK38L	0.0812109	-0.841148	0.001	0.2	0.363588	-0.515743	1	0.363588	0.5624	0.5624	0.5624	9	1	13
PTPN18	0.0476471	0.662319	0.001	0.2	0.218709	0.254821	1	0.218709	0.5624	0.5624	0.5624	5	1	28
CD36	0.202481	0.675246	0.001	0.2	0.408146	0.290676	1	0.408146	0.5633	0.6056	0.5956	33	5	41
PCDH11X	0.187204	-0.8359	0.001	0.2	0.393844	-0.806503	0.370153	0.386739	0.5634	0.4868	0.4414	46	7	129
SMPDL3B	0.136361	0.847863	0.001	0.2	0.109996	0.335561	1	0.109996	0.564	0.7832	0.7126	5	3	8
GALP	0.114369	0.739793	0.001	0.2	0.43862	0.682599	1	0.43862	0.5644	0.4842	0.4524	3	2	9
NLRP12	0.121811	0.663227	0.001	0.2	0.23195	0.190741	1	0.23195	0.5645	0.7135	0.6707	23	4	53
HEPH	0.0955551	0.614046	0.001	0.2	0.432456	0.2254	1	0.432456	0.5646	0.4841	0.4881	32	3	70
CGNL1	0.198849	-0.743759	0.001	0.2	0.988997	-0.273893	1	0.988997	0.5647	0.2542	0.2067	43	5	113
B2M	0.0493312	-0.672924	0.001	0.2	0.230044	-0.422402	1	0.230044	0.5649	0.4191	0.4508	3	1	11
KANSL1L	0.107483	-0.949096	0.001	0.2	0.765532	-5	1	0.765532	0.5655	0.5655	0.5655	6	1	5
BMPR1B	0.148078	0.573996	0.001	0.2	0.409327	0.438845	1	0.409327	0.5664	0.5301	0.462	53	9	18
ELMSAN1	0.0846551	-0.6322	0.001	0.2	0.297417	-0.496412	1	0.297417	0.5665	0.685	0.5537	13	3	10
