Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles	cnv_call
FTO	0.619348	-0.920736	0.001	0.2	1.41174	-5	0.401895	1.24862	0.2235	0.2175	0.2682	89	14	17	dup
STK31	0.666058	1.43407	0.001	0.2	1.73839	1.82445	1	1.73839	0.2236	0.4759	0.4759	18	3	5	dup
UCP3	0.35292	1.50836	0.001	0.2	1.25624	1.51431	1	1.25624	0.2237	0.1372	0.2237	6	1	6	dup
NUMBL	0.283755	-1.39426	0.001	0.2	1.08184	-1.42393	1	1.08184	0.2242	0.2242	0.2242	6	1	6	dup
C17orf77	0.196063	-1.21228	0.001	0.2	0.743717	-0.276602	1	0.743717	0.2248	0.2248	0.2248	1	1	91	dup
CD300E	0.196063	-1.21228	0.001	0.2	0.743717	-0.276602	1	0.743717	0.2248	0.2248	0.2248	2	1	91	dup
CD300LD	0.196063	-1.21228	0.001	0.2	0.743717	-0.276602	1	0.743717	0.2248	0.2248	0.2248	1	1	91	dup
UNC5D	0.286766	-0.910292	0.001	0.2	1.10223	-1.4341	1	1.10223	0.2256	0.2256	0.2163	5	3	6	dup
ADGRL3	0.720218	-1.03654	0.001	0.2	2.18527	-1.23022	1	2.18527	0.2263	0.2396	0.2345	48	9	15	dup
SESN1	0.825724	1.05432	0.001	0.2	2.52367	1.19833	1	2.52367	0.2263	0.2139	0.1944	97	8	17	dup
KRT84	0.198571	1.2183	0.001	0.2	0.731181	0.192431	1	0.731181	0.2264	0.2264	0.2264	9	1	173	dup
CD300A	0.224141	-1.27648	0.001	0.2	0.825816	-0.289484	1	0.825816	0.2267	0.2267	0.2267	4	1	93	dup
GPRC5C	0.224141	-1.27648	0.001	0.2	0.825816	-0.289484	1	0.825816	0.2267	0.2267	0.2267	3	1	93	dup
PRKCZ	0.469672	-0.995917	0.001	0.2	2.98918	-5	1	2.98918	0.2272	0.1466	0.1466	30	4	6	dup
ZNF100	0.411068	1.29529	0.001	0.2	1.1485	1.21256	1	1.1485	0.2272	0.3912	0.3912	4	2	7	dup
STK39	0.535657	-1.23701	0.001	0.2	3.10975	-5	1	3.10975	0.2278	0.1482	0.1482	18	3	6	dup
ACACB	0.307787	1.16224	0.001	0.2	0.130822	5	0.340026	0.400459	0.2279	0.7125	0.3804	20	2	31	dup
CALN1	0.557965	-1.49363	0.001	0.2	2.31191	-0.45742	1	2.31191	0.228	0.1046	0.0481	67	5	106	dup
NDUFS6	0.268707	-1.36653	0.001	0.2	1.03992	-1.40393	1	1.03992	0.2282	0.2282	0.2282	23	1	6	dup
C16orf87	0.386582	1.23676	0.001	0.2	1.17451	1.17487	1	1.17451	0.2296	0.208	0.2161	4	2	8	dup
DNAJC1	0.824832	1.15652	0.001	0.2	2.44431	1.39615	1	2.44431	0.2298	0.3531	0.3407	77	6	11	dup
MAP3K15	0.481714	1.21492	0.001	0.2	0.882759	5	0.518369	0.951865	0.2304	0.3898	0.3698	17	3	11	dup
TFRC	0.297208	-1.41808	0.001	0.2	1.11816	-1.44065	1	1.11816	0.2307	0.2307	0.2307	5	1	6	dup
C1QTNF9	0.336557	-1.48311	0.001	0.2	1.25876	-1.48243	1	1.25876	0.2311	0.2311	0.2235	3	1	7	dup
ZFP90	0.418398	1.14763	0.001	0.2	1.22145	5	0.602451	1.20094	0.2312	0.2312	0.2312	12	4	5	dup
FUT9	0.350588	1.30148	0.001	0.2	1.02988	0.961619	1	1.02988	0.2318	0.2125	0.2195	14	3	10	dup
AKAP9	0.370365	1.0148	0.001	0.2	1.1918	1.22077	1	1.1918	0.2321	0.3199	0.3103	101	3	7	dup
LIPI	0.517838	1.20245	0.001	0.2	1.70951	1.74436	1	1.70951	0.2325	0.2325	0.185	7	3	6	dup
PDZD9	0.30702	-1.43491	0.001	0.2	1.08866	-0.940557	1	1.08866	0.2349	0.1959	0.2094	1	1	14	dup
DNAJC17	0.349149	1.17012	0.001	0.2	1.03318	1.39514	1	1.03318	0.2351	0.4105	0.477	3	2	5	dup
AKIRIN2	0.378553	-1.56017	0.001	0.2	0.929719	-1.37455	1	0.929719	0.2356	0.4841	0.4841	4	2	5	dup
FOCAD	0.820423	-1.04232	0.001	0.2	3.47446	-2.12944	1	3.47446	0.2357	0.1847	0.1847	36	7	11	dup
MN1	0.209239	-0.713654	0.001	0.2	0.874749	-1.26695	1	0.874749	0.2362	0.2957	0.2711	11	4	8	dup
ANO2	0.676779	-1.10227	0.001	0.2	2.83997	-1.98233	1	2.83997	0.237	0.1362	0.1431	71	5	10	dup
RBFOX3	0.238669	-0.696147	0.001	0.2	1.88921	-5	1	1.88921	0.2383	0.2259	0.2259	69	5	7	dup
RIPOR2	0.348668	-0.763889	0.001	0.2	1.30836	-1.52258	1	1.30836	0.2389	0.1757	0.1429	55	7	7	dup
IQSEC1	0.465758	-1.2091	0.001	0.2	1.48253	-0.973519	1	1.48253	0.2398	0.2403	0.2201	14	4	14	dup
DNAH11	0.40528	1.13715	0.001	0.2	1.19042	5	0.597904	1.17158	0.2405	0.2405	0.2405	89	4	5	dup
SLC22A3	0.497352	-0.757136	0.001	0.2	2.1431	-1.21225	1	2.1431	0.2406	0.2223	0.1856	67	8	17	dup
DGKI	0.712142	1.43938	0.001	0.2	2.34572	1.94634	1	2.34572	0.2411	0.2411	0.2411	38	3	7	dup
ITGAV	0.633901	-1.25331	0.001	0.2	3.25438	-5	1	3.25438	0.2418	0.2418	0.2418	11	3	5	dup
ZNF491	0.230445	1.29003	0.001	0.2	0.829708	0.59094	1	0.829708	0.2433	0.2209	0.1991	3	1	20	dup
NUP62	0.24345	-1.31708	0.001	0.2	0.970855	-1.34743	1	0.970855	0.2436	0.2436	0.2436	2	1	6	dup
OSBPL3	0.709131	1.51228	0.001	0.2	2.54133	2.40946	1	2.54133	0.2436	0.2436	0.2436	23	2	6	dup
AKNA	0.202039	1.22651	0.001	0.2	0.762187	0.568849	1	0.762187	0.2442	0.2345	0.2104	8	1	21	dup
TMEM50A	0.301913	1.42621	0.001	0.2	1.02786	1.1404	1	1.02786	0.2449	0.2036	0.2474	3	1	7	dup
KANSL1	0.713153	-0.819467	0.001	0.2	0.365833	-0.537371	0.382052	0.230531	0.2458	0.5022	0.6015	122	18	363	dup
ARHGAP27	0.514637	-1.04131	0.001	0.2	3.01377	-5	1	3.01377	0.2459	0.2459	0.2459	9	4	5	dup
LIMS1	0.350209	-1.50424	0.001	0.2	1.3043	-1.50423	1	1.3043	0.2461	0.153	0.153	12	1	8	dup
F10	0.346356	1.49835	0.001	0.2	1.12771	1.19732	1	1.12771	0.2468	0.2443	0.2107	2	1	7	dup
FRY	0.290205	-0.912176	0.001	0.2	0.971083	-1.03067	1	0.971083	0.2487	0.2024	0.1988	146	3	10	dup
SLC41A1	0.599143	-1.26402	0.001	0.2	3.14414	-5	1	3.14414	0.2492	0.2492	0.2492	10	3	5	dup
ALDH2	0.165079	-1.1327	0.001	0.2	0.645175	-0.242105	1	0.645175	0.2493	0.2493	0.2493	23	1	96	dup
"IL4I1,NUP62"	0.361232	-1.52083	0.001	0.2	1.32206	-1.50945	1	1.32206	0.2495	0.1501	0.1501	5	1	7	dup
ANKRD17	0.530734	1.38039	0.001	0.2	1.61712	1.16719	1	1.61712	0.2496	0.2306	0.2306	26	2	11	dup
NOMO1	0.340036	1.46992	0.001	0.2	0.330483	0.961413	0.38704	0.380141	0.2497	0.5299	0.5322	2	2	47	dup
ZMAT5	0.643934	1.31648	0.001	0.2	3.20911	5	1	3.20911	0.2501	0.2501	0.2501	23	3	5	dup
ARHGEF4	0.242671	-1.31549	0.001	0.2	0.969901	-1.36709	1	0.969901	0.2506	0.2506	0.2506	14	1	6	dup
AGBL4	0.515779	-1.04348	0.001	0.2	3.00726	-5	1	3.00726	0.2507	0.2507	0.2507	10	4	5	dup
CLNK	0.246408	1.32307	0.001	0.2	0.89262	1.07129	1	0.89262	0.2511	0.1544	0.2369	36	1	7	dup
ABHD8	0.465487	-1.11047	0.001	0.2	1.5451	-0.83778	1	1.5451	0.2512	0.2285	0.2232	8	3	22	dup
SHROOM4	0.448751	-0.968816	0.001	0.2	1.8445	-1.13845	1	1.8445	0.2513	0.1454	0.1286	14	4	17	dup
DPY19L1	0.296513	-1.41687	0.001	0.2	1.15286	-1.41389	1	1.15286	0.2514	0.2514	0.2514	9	1	7	dup
TYW1B	0.193125	1.20517	0.001	0.2	0.71203	0.305756	1	0.71203	0.2519	0.2519	0.2519	7	1	65	dup
CCNY	0.466244	-1.0172	0.001	0.2	2.3965	-1.81793	1	2.3965	0.2522	0.1708	0.141	9	4	13	dup
ZNF83	0.677833	-1.29699	0.001	0.2	3.37731	-5	1	3.37731	0.2524	0.2524	0.2524	20	3	5	dup
BRAF	0.290261	-1.20312	0.001	0.2	0.97524	-1.33641	1	0.97524	0.2524	0.2861	0.2429	6	2	7	dup
IMPG1	0.438203	-1.15564	0.001	0.2	1.12232	-1.14436	1	1.12232	0.2527	0.3153	0.3153	28	3	8	dup
CDK5RAP3	0.63105	-1.25064	0.001	0.2	3.23245	-5	1	3.23245	0.2535	0.2535	0.2535	8	3	5	dup
FGL1	0.127871	1.02078	0.001	0.2	0.525939	0.526415	1	0.525939	0.2538	0.229	0.3186	10	1	16	dup
SDK1	0.83456	1.26127	0.001	0.2	1.62096	0.764379	0.758541	1.55162	0.2548	0.2933	0.2642	131	11	40	dup
PLEKHH1	0.395395	1.07129	0.001	0.2	1.27369	1.61598	1	1.27369	0.2551	0.2551	0.2551	14	3	5	dup
GLIS3	0.409844	1.06896	0.001	0.2	0.699581	5	0.409992	0.581879	0.2551	0.3625	0.3713	95	5	15	dup
KLK7	0.496345	1.14709	0.001	0.2	1.84783	1.12187	1	1.84783	0.2552	0.2301	0.2079	6	3	13	dup
ESR1	0.542214	0.872847	0.001	0.2	1.15978	0.63208	1	1.15978	0.2553	0.2945	0.247	82	12	25	dup
MTHFD2L	0.316448	-0.946168	0.001	0.2	1.41158	-1.55362	1	1.41158	0.2554	0.1359	0.1304	17	3	7	dup
KNL1	0.382463	1.20085	0.001	0.2	1.37661	1.28119	1	1.37661	0.2554	0.1823	0.2514	22	2	8	dup
CTU2	0.343995	1.17834	0.001	0.2	1.24134	0.666747	1	1.24134	0.2554	0.1838	0.1634	9	2	23	dup
AEBP2	0.368882	1.30826	0.001	0.2	0.497431	1.71419	0.354559	0.541513	0.2557	0.4715	0.4703	8	4	33	dup
CNTLN	0.426319	-1.14685	0.001	0.2	2.72412	-5	1	2.72412	0.2558	0.1373	0.1373	10	3	6	dup
CDRT4	0.266415	1.36219	0.001	0.2	0.943985	1.10372	1	0.943985	0.2558	0.2011	0.2558	5	1	7	dup
"CDRT4,TVP23C-CDRT4"	0.266415	1.36219	0.001	0.2	0.943985	1.10372	1	0.943985	0.2558	0.2011	0.2558	3	1	7	dup
ZNF317	0.609013	-1.23368	0.001	0.2	3.14111	-5	1	3.14111	0.2568	0.2568	0.2568	6	3	5	dup
KIAA1217	0.399605	-0.77568	0.001	0.2	1.35934	-5	0.661354	0.0743441	0.2568	0.1712	0.7879	34	7	48	dup
ARSB	0.729061	1.2011	0.001	0.2	2.45385	1.30747	1	2.45385	0.2575	0.2712	0.237	29	5	14	dup
KIF13A	0.464826	1.32695	0.001	0.2	1.00921	5	0.52694	0.25525	0.2591	0.2884	0.5821	23	3	15	dup
RGS7	0.782984	1.0312	0.001	0.2	2.38317	1.02386	1	2.38317	0.2599	0.2524	0.2401	105	7	20	dup
FMO5	0.202113	1.22669	0.001	0.2	0.769606	0.716477	1	0.769606	0.26	0.26	0.26	11	1	14	dup
NLRP13	0.249328	1.32894	0.001	0.2	0.864923	0.984858	1	0.864923	0.2603	0.2135	0.2358	13	1	9	dup
DUOX1	0.556492	-1.21622	0.001	0.2	3.16187	-5	1	3.16187	0.2612	0.1377	0.1377	25	3	6	dup
TECPR2	0.335999	-1.21658	0.001	0.2	2.09839	-5	1	2.09839	0.2616	0.2616	0.2616	12	2	5	dup
CCDC93	0.455411	1.33704	0.001	0.2	1.8445	2.25546	1	1.8445	0.2621	0.2621	0.2621	7	2	5	dup
BRWD3	0.249411	1.3291	0.001	0.2	0.90013	1.07135	1	0.90013	0.2622	0.2121	0.1879	3	1	7	dup
PBDC1	0.307661	1.436	0.001	0.2	0.992959	1.02924	1	0.992959	0.2622	0.2622	0.2622	1	1	8	dup
TEP1	0.300254	0.82282	0.001	0.2	1.12774	0.851015	1	1.12774	0.2623	0.2618	0.2227	34	5	15	dup
GYG2	0.249127	-1.32853	0.001	0.2	0.946964	-0.858349	1	0.946964	0.2644	0.2644	0.2644	27	1	13	dup
KLC3	0.206544	1.23703	0.001	0.2	0.761124	0.391421	1	0.761124	0.2645	0.2582	0.2589	2	1	42	dup
KIAA0556	0.26621	1.04984	0.001	0.2	0.684314	0.724468	1	0.684314	0.2652	0.281	0.3059	7	2	11	dup
SCN7A	0.30276	1.11056	0.001	0.2	1.18416	1.68615	1	1.18416	0.2654	0.2654	0.2654	31	2	5	dup
ANP32E	0.375424	1.19335	0.001	0.2	1.28223	1.6066	1	1.28223	0.2655	0.2655	0.2655	4	2	5	dup
ZAR1L	0.339958	-1.18733	0.001	0.2	1.39554	-1.18848	1	1.39554	0.2663	0.2613	0.2613	4	2	11	dup
ZBTB7C	0.437436	-0.97747	0.001	0.2	2.79073	-5	1	2.79073	0.2667	0.1311	0.1311	38	4	6	dup
ELL	0.58036	-1.10789	0.001	0.2	3.34328	-5	1	3.34328	0.267	0.1301	0.1301	18	4	6	dup
P2RY1	0.376619	-1.54331	0.001	0.2	1.81189	-5	1	1.81189	0.2678	0.164	0.164	2	1	5	dup
UHRF1BP1	0.224266	1.27675	0.001	0.2	0.838373	0.755035	1	0.838373	0.2679	0.2679	0.2679	26	1	13	dup
"ASB3,GPR75-ASB3"	0.273947	-0.952793	0.001	0.2	1.92018	-5	1	1.92018	0.2681	0.1812	0.1752	15	3	5	dup
ZNF346	0.377973	1.22029	0.001	0.2	1.34908	1.63263	1	1.34908	0.2687	0.2687	0.2687	9	2	5	dup
LUZP2	0.585159	0.955585	0.001	0.2	1.00594	0.526432	1	1.00594	0.2688	0.3483	0.2921	79	11	30	dup
EYS	0.522702	1.46387	0.001	0.2	1.38989	1.07422	0.696054	1.311	0.2693	0.2512	0.2147	177	5	18	dup
STPG2	0.51455	-1.40781	0.001	0.2	1.36826	-0.847124	1	1.36826	0.2696	0.3059	0.305	24	5	20	dup
ZNF679	0.189964	-1.19741	0.001	0.2	0.736626	-0.970507	1	0.736626	0.2701	0.2701	0.2701	4	1	7	dup
ZNF415	0.233869	-0.990276	0.001	0.2	0.529653	-0.373246	1	0.529653	0.2708	0.3123	0.3951	6	2	34	dup
SEC14L4	0.602614	-1.12824	0.001	0.2	2.89689	-1.99558	1	2.89689	0.2728	0.1519	0.1423	12	4	11	dup
SLC12A7	0.832931	1.02984	0.001	0.2	1.4722	0.322014	1	1.4722	0.2733	0.3267	0.3174	55	9	121	dup
CPPED1	0.532704	1.19526	0.001	0.2	2.05548	1.94604	1	2.05548	0.2737	0.2737	0.2737	24	3	6	dup
STX8	0.308463	-0.937275	0.001	0.2	1.19996	-1.53977	1	1.19996	0.2746	0.2746	0.2746	41	3	5	dup
CEP170	0.402785	1.22513	0.001	0.2	1.32946	1.48144	1	1.32946	0.2753	0.1671	0.2333	9	2	6	dup
BTBD17	0.181763	-1.17684	0.001	0.2	0.700487	-0.26443	1	0.700487	0.2753	0.2753	0.2753	2	1	94	dup
GPR142	0.181763	-1.17684	0.001	0.2	0.700487	-0.26443	1	0.700487	0.2753	0.2753	0.2753	2	1	94	dup
MLLT10	0.401934	-0.930055	0.001	0.2	2.59145	-5	1	2.59145	0.2757	0.1455	0.1455	21	4	5	dup
PHLPP1	0.320986	-0.957992	0.001	0.2	1.20671	-1.54877	1	1.20671	0.2762	0.2762	0.2762	13	3	5	dup
SKAP1	0.36464	0.809618	0.001	0.2	1.10387	0.850763	1	1.10387	0.2763	0.3073	0.257	42	9	14	dup
GPLD1	0.374835	1.07561	0.001	0.2	1.3775	1.6609	1	1.3775	0.2765	0.2765	0.2765	36	3	5	dup
BARD1	0.197114	-1.21481	0.001	0.2	0.75749	-0.981344	1	0.75749	0.2765	0.2444	0.1947	43	1	7	dup
RP9	0.162502	-1.12558	0.001	0.2	0.63515	-0.18759	1	0.63515	0.2765	0.2765	0.2765	1	1	163	dup
TTYH2	0.154196	-1.10207	0.001	0.2	0.612992	-0.245889	1	0.612992	0.2766	0.2766	0.2766	6	1	94	dup
SLCO1B1	0.201479	0.923406	0.001	0.2	0.522899	0.415029	1	0.522899	0.277	0.2909	0.4112	48	2	27	dup
LCP2	0.378357	-1.05921	0.001	0.2	1.28752	-1.12855	1	1.28752	0.2783	0.3067	0.2981	6	3	11	dup
MYLK3	0.188061	1.1927	0.001	0.2	0.698869	0.852823	1	0.698869	0.2784	0.2587	0.2053	2	1	8	dup
MUC13	0.344187	1.15287	0.001	0.2	1.20817	1.55261	1	1.20817	0.2787	0.2787	0.2787	4	2	5	dup
LOC645177	0.137644	1.05227	0.001	0.2	0.547563	0.670923	1	0.547563	0.2788	0.2098	0.2098	13	1	10	dup
PPM1F	0.455392	-1.21993	0.001	0.2	1.4402	-1.57623	1	1.4402	0.2803	0.2501	0.2501	7	3	7	dup
TPTE2	0.251543	1.33335	0.001	0.2	0.933507	1.05324	1	0.933507	0.2811	0.2811	0.2811	3	1	8	dup
SORD	0.486166	1.23855	0.001	0.2	1.43249	0.906566	1	1.43249	0.2811	0.279	0.2452	17	3	15	dup
LRRC30	0.202001	-1.22643	0.001	0.2	0.784312	-0.723023	1	0.784312	0.2812	0.2812	0.2812	2	1	14	dup
GRID2	0.413619	-0.712281	0.001	0.2	1.22512	-5	0.367066	0.565056	0.2812	0.2539	0.4035	81	15	37	dup
SPG11	0.344187	1.15287	0.001	0.2	1.20817	1.55261	1	1.20817	0.2815	0.2815	0.2815	15	2	5	dup
SLC19A3	0.363686	1.01123	0.001	0.2	1.0678	0.669111	1	1.0678	0.2815	0.2973	0.2663	18	3	21	dup
CNST	0.213222	-1.2523	0.001	0.2	0.8237	-0.725861	1	0.8237	0.2819	0.2819	0.2819	11	1	15	dup
CCDC88C	0.495719	-1.07936	0.001	0.2	1.69684	-1.7321	1	1.69684	0.2825	0.2825	0.2825	61	4	6	dup
ZC3HAV1	0.344187	1.15287	0.001	0.2	1.20817	1.55261	1	1.20817	0.2829	0.2829	0.2829	8	2	5	dup
ATRNL1	0.386137	-1.02558	0.001	0.2	1.68824	-5	0.626352	1.64016	0.2836	0.2104	0.2104	24	5	8	dup
PREX1	0.320506	-0.868682	0.001	0.2	2.13645	-5	1	2.13645	0.2842	0.2842	0.2842	27	4	5	dup
SULF2	0.340343	1.14798	0.001	0.2	1.19372	1.54501	1	1.19372	0.2842	0.2048	0.2048	24	2	5	dup
PISD	0.46401	1.33182	0.001	0.2	1.92016	0.742114	1	1.92016	0.2848	0.177	0.1797	11	4	29	dup
ELOVL6	0.559457	-0.913357	0.001	0.2	2.0555	-0.986016	1	2.0555	0.2863	0.2107	0.2215	44	6	21	dup
TUBD1	0.405814	1.42925	0.001	0.2	0.820475	1.06867	1	0.820475	0.2865	0.3631	0.3631	3	2	6	dup
MSN	0.369828	0.813913	0.001	0.2	1.29266	1.03651	1	1.29266	0.2865	0.2802	0.2802	19	5	11	dup
INTS4	0.159342	1.11675	0.001	0.2	0.616982	0.807018	1	0.616982	0.2867	0.1958	0.2287	8	1	8	dup
KCTD14	0.159342	1.11675	0.001	0.2	0.616982	0.807018	1	0.616982	0.2867	0.1958	0.2287	3	1	8	dup
"KCTD14,NDUFC2-KCTD14"	0.159342	1.11675	0.001	0.2	0.616982	0.807018	1	0.616982	0.2867	0.1958	0.2287	7	1	8	dup
TUFM	0.20717	1.23848	0.001	0.2	0.759951	0.655519	1	0.759951	0.287	0.287	0.287	2	1	15	dup
CREB3L4	0.331555	-1.13636	0.001	0.2	1.36802	-1.2215	1	1.36802	0.2871	0.2538	0.2148	15	2	9	dup
BUB1	0.364087	-1.30835	0.001	0.2	0.841553	-0.842539	1	0.841553	0.2872	0.3642	0.3438	3	2	11	dup
TMEM255A	0.287598	-1.07185	0.001	0.2	1.07042	-1.47442	1	1.07042	0.2873	0.2873	0.2148	4	2	5	dup
NRP1	0.184385	0.921812	0.001	0.2	0.411062	0.629213	1	0.411062	0.2883	0.4444	0.4819	11	2	10	dup
MID1	0.751798	0.895935	0.001	0.2	1.4747	0.356723	1	1.4747	0.2883	0.2915	0.2478	34	9	102	dup
PICALM	0.213113	-0.946285	0.001	0.2	0.67454	-0.688994	1	0.67454	0.2886	0.2833	0.3092	7	2	13	dup
KMO	0.226147	-1.28082	0.001	0.2	0.88239	-1.34044	1	0.88239	0.2887	0.3649	0.3649	14	1	5	dup
NPTX2	0.173131	-1.1544	0.001	0.2	0.704521	-0.923645	1	0.704521	0.2889	0.2889	0.2889	3	1	8	dup
ALS2CL	0.484286	1.23328	0.001	0.2	1.47467	1.69286	1	1.47467	0.2895	0.4681	0.3866	9	3	5	dup
CNGB3	0.308249	-1.08004	0.001	0.2	1.18574	-5	0.56364	1.09274	0.2895	0.2148	0.2148	12	4	6	dup
KLB	0.231953	1.0563	0.001	0.2	0.845923	0.868613	1	0.845923	0.2908	0.214	0.2118	12	2	10	dup
SAXO1	0.206083	-1.23596	0.001	0.2	0.806041	-0.976989	1	0.806041	0.2917	0.2917	0.2917	24	1	8	dup
CELF2	0.342531	1.25518	0.001	0.2	0.614187	5	0.351248	0.341225	0.2918	0.3472	0.3592	34	6	7	dup
"MINOS1,MINOS1-NBL1"	0.286182	1.077	0.001	0.2	0.984568	1.41514	1	0.984568	0.292	0.4838	0.3677	5	2	5	dup
DDX39A	0.172372	-1.15239	0.001	0.2	0.702582	-0.919419	1	0.702582	0.2921	0.2301	0.1981	3	1	8	dup
ATP6V1C2	0.309133	0.962233	0.001	0.2	0.787499	0.465728	1	0.787499	0.2921	0.3759	0.3691	15	3	32	dup
NFASC	0.247077	-0.764653	0.001	0.2	1.80449	-5	1	1.80449	0.2928	0.1965	0.1891	30	4	5	dup
VGLL3	0.365175	-0.740259	0.001	0.2	1.5941	-1.58543	1	1.5941	0.293	0.2444	0.2701	28	7	9	dup
TMPRSS12	0.343486	-1.27126	0.001	0.2	0.974019	-1.03794	1	0.974019	0.2931	0.3978	0.3896	11	4	9	dup
SEC14L5	0.422358	-1.10418	0.001	0.2	1.47678	-1.63837	1	1.47678	0.2934	0.2934	0.2934	35	3	6	dup
"AMELX,ARHGAP6"	0.174873	-1.15899	0.001	0.2	0.685616	-0.507447	1	0.685616	0.2943	0.2943	0.2943	1	1	25	dup
COMMD10	0.530424	0.984374	0.001	0.2	1.33605	0.698854	1	1.33605	0.2947	0.3373	0.3275	28	7	23	dup
PUM2	0.403402	1.12709	0.001	0.2	1.34616	1.29996	1	1.34616	0.2948	0.1791	0.2621	31	3	7	dup
COX18	0.161258	1.12212	0.001	0.2	0.62252	0.81578	1	0.62252	0.2971	0.2971	0.2971	4	1	8	dup
PADI3	0.385938	1.13847	0.001	0.2	0.218036	0.592969	0.410352	0.00026372	0.2975	0.5141	0.9949	9	4	239	dup
NID1	0.531205	-1.18882	0.001	0.2	1.86066	-1.76453	1	1.86066	0.2986	0.2986	0.2986	17	3	7	dup
CHODL	0.400954	-1.22955	0.001	0.2	1.09753	-0.744354	1	1.09753	0.2986	0.3245	0.3194	30	4	19	dup
PGPEP1L	0.185542	-1.1864	0.001	0.2	0.743137	-0.947216	1	0.743137	0.3001	0.3001	0.3001	5	1	8	dup
PRKCI	0.572487	1.25866	0.001	0.2	1.76996	1.42602	1	1.76996	0.3003	0.3003	0.2647	41	4	8	dup
CHORDC1	0.139711	1.05872	0.001	0.2	0.556592	0.766157	1	0.556592	0.3009	0.4747	0.4747	4	1	8	dup
PRKCG	0.612958	1.00022	0.001	0.2	1.77404	1.00707	1	1.77404	0.3016	0.3124	0.3112	31	6	17	dup
CHRDL1	0.364133	1.27013	0.001	0.2	1.33777	1.24427	1	1.33777	0.3021	0.2623	0.2623	6	2	8	dup
GRK4	0.334808	1.15788	0.001	0.2	1.38719	1.58485	1	1.38719	0.304	0.304	0.304	10	2	6	dup
SERPINA7	0.197057	1.21467	0.001	0.2	0.732717	0.499556	1	0.732717	0.304	0.304	0.304	11	1	25	dup
LUZP4	0.253235	1.02846	0.001	0.2	0.903792	0.532951	1	0.903792	0.3044	0.2915	0.292	10	2	27	dup
ARHGAP26	0.394698	1.04306	0.001	0.2	0.770582	0.893826	1	0.770582	0.305	0.514	0.4047	53	4	8	dup
CXCL2	0.233195	-1.29584	0.001	0.2	0.903915	-1.01028	1	0.903915	0.3062	0.1899	0.1899	1	1	9	dup
CFAP69	0.402297	1.06659	0.001	0.2	1.21531	0.617329	1	1.21531	0.307	0.2913	0.2551	4	3	27	dup
RALYL	0.498795	-1.03902	0.001	0.2	3.13446	-5	1	3.13446	0.3074	0.2447	0.2447	66	4	7	dup
APLN	0.23326	1.29598	0.001	0.2	0.808356	1.24283	1	0.808356	0.3075	0.3266	0.3075	1	1	5	dup
TYRP1	0.261834	-1.04384	0.001	0.2	1.1501	-1.45934	1	1.1501	0.3077	0.3077	0.2535	3	2	6	dup
CARD17	0.289165	-1.1223	0.001	0.2	1.25712	-0.85933	1	1.25712	0.3078	0.2321	0.2263	3	2	17	dup
AUTS2	0.307895	-0.783642	0.001	0.2	1.08825	-1.43073	1	1.08825	0.308	0.225	0.225	28	6	6	dup
ABR	0.568319	-1.36982	0.001	0.2	1.09343	-1.42897	0.426848	0.272441	0.308	0.3492	0.6007	153	6	40	dup
QPRT	0.240371	1.02289	0.001	0.2	0.826101	0.334111	1	0.826101	0.3093	0.364	0.3639	4	2	64	dup
"ARPC4-TTLL3,TTLL3"	0.388997	1.0606	0.001	0.2	0.409343	1.48483	0.462007	0.467774	0.3095	0.6347	0.5771	13	4	18	dup
UBASH3B	0.356062	1.43607	0.001	0.2	0.748778	5	0.432949	0.516405	0.3098	0.3917	0.48	35	2	11	dup
EFCAB13	0.153247	1.09932	0.001	0.2	0.640429	0.869709	1	0.640429	0.3101	0.3101	0.1727	3	1	8	dup
TASP1	0.339811	-1.1461	0.001	0.2	1.28817	-1.54962	1	1.28817	0.3112	0.3112	0.3112	28	2	6	dup
KCTD8	0.272853	-1.2589	0.001	0.2	1.02083	-1.06828	1	1.02083	0.3121	0.2376	0.2376	19	3	9	dup
CCDC85A	0.22266	1.03677	0.001	0.2	0.396837	5	0.450326	0.0587309	0.3125	0.5542	0.8748	26	3	7	dup
CIB2	0.206	1.46334	0.001	0.2	0.859546	0.723836	1	0.859546	0.3125	0.2959	0.301	3	2	14	dup
PDS5B	0.458786	-1.12229	0.001	0.2	2.82619	-5	1	2.82619	0.313	0.1562	0.1562	90	3	6	dup
PIP4K2A	0.416047	-0.946223	0.001	0.2	2.60056	-5	1	2.60056	0.3131	0.2537	0.2537	19	4	5	dup
STK38L	0.163654	-1.12877	0.001	0.2	0.679216	-0.904906	1	0.679216	0.3131	0.3131	0.3131	9	1	9	dup
TNFRSF11A	0.208199	-0.827928	0.001	0.2	1.62742	-5	1	1.62742	0.3135	0.2474	0.2211	4	3	5	dup
PRIM2	0.352135	1.48436	0.001	0.2	0.571931	5	0.308018	0.0274129	0.3139	0.4634	0.8549	10	3	35	dup
PPP3CC	0.14944	1.08818	0.001	0.2	0.599416	0.764829	1	0.599416	0.3146	0.3146	0.3146	11	1	9	dup
SLC39A14	0.14944	1.08818	0.001	0.2	0.599416	0.764829	1	0.599416	0.3146	0.3146	0.3146	9	1	9	dup
